Movie,Year,IMDb,Rating,Runtime,Genre,Release Date,Production Budget,Domestic Gross,Worldwide Gross
The Notebook,2004,7.8,PG-13,123,"Drama, Romance","Jun 25, 2004",30000000,81001787,116025023
Jimmy Neutron: Boy Genius,2001,6.0,G,82,"Animation, Action, Adventure","Dec 21, 2001",25000000,80936232,102992536
Eat Pray Love,2010,5.8,PG-13,133,"Biography, Drama, Romance","Aug 13, 2010",60000000,80574010,206598789
The Texas Chainsaw Massacre,2003,6.2,R,98,Horror,"Oct 17, 2003",9000000,80571655,107967319
Hustlers,2019,6.3,R,110,"Comedy, Crime, Drama","Sep 12, 2019",20700000,104963598,150472713
Fiddler on the Roof,1971,8.0,G,181,"Drama, Family, Musical","Jan 1, 1971",9000000,80500000,80500000
Zookeeper,2011,5.2,PG,102,"Comedy, Family, Fantasy","Jul 8, 2011",80000000,80360866,170805525
The Dukes of Hazzard,2005,5.1,PG-13,104,Comedy,"Aug 5, 2005",53000000,80270227,109848461
Saw III,2006,6.2,R,108,"Horror, Mystery, Thriller","Oct 27, 2006",10000000,80238724,163876815
Disturbia,2007,6.8,PG-13,105,"Crime, Drama, Mystery","Apr 13, 2007",20000000,80818974,118537627
Nacho Libre,2006,5.8,PG,92,"Comedy, Family, Sport","Jun 16, 2006",32000000,80197993,99296462
Jumper,2008,6.1,PG-13,88,"Action, Adventure, Sci-Fi","Feb 14, 2008",82500000,80172128,222640812
The Mummy,2017,5.4,PG-13,110,"Action, Adventure, Fantasy","Jun 2, 2017",195000000,80101125,409953905
Goosebumps,2015,6.3,PG,103,"Adventure, Comedy, Family","Oct 14, 2015",58000000,80069458,158905324
Jack Reacher,2012,7.0,PG-13,130,"Action, Thriller","Dec 20, 2012",60000000,80070736,217370736
Cloverfield,2008,7.0,PG-13,85,"Action, Adventure, Horror","Jan 18, 2008",25000000,80048433,171302226
Footloose,1984,6.6,PG,107,"Drama, Music, Romance","Feb 17, 1984",8200000,80000000,80003527
Dear John,2010,6.3,PG-13,108,"Drama, Romance, War","Feb 5, 2010",25000000,80014842,142033509
Men in Black: International,2019,5.6,PG-13,114,"Action, Adventure, Comedy","Jun 12, 2019",110000000,80001807,252994560
Knowing,2009,6.2,PG-13,121,"Action, Drama, Mystery","Mar 20, 2009",50000000,79957634,186450317
War Horse,2011,7.2,PG-13,146,"Action, Adventure, Drama","Dec 25, 2011",70000000,79883359,156815529
The Golden Child,1986,6.0,PG-13,94,"Action, Adventure, Comedy","Dec 12, 1986",12000000,79817937,79817937
Dark Shadows,2012,6.2,PG-13,113,"Comedy, Fantasy, Horror","May 9, 2012",150000000,79727149,238202668
WarGames,1983,7.1,PG,114,"Action, Adventure, Drama","Jun 3, 1983",12000000,74433837,74433837
The Day the Earth Stood Still,2008,5.5,PG-13,104,"Drama, Sci-Fi, Thriller","Dec 12, 2008",80000000,79366978,237370350
Limitless,2011,7.4,PG-13,105,"Sci-Fi, Thriller","Mar 18, 2011",27000000,79249455,155564919
The Purge: Election Year,2016,6.0,R,108,"Action, Horror, Thriller","Jul 1, 2016",10000000,79042440,118514727
Cape Fear,1991,7.3,R,128,"Crime, Thriller","Nov 15, 1991",35000000,79091969,182291969
Star Trek II: The Wrath of Khan,1982,7.7,PG,113,"Action, Adventure, Sci-Fi","Jun 4, 1982",12000000,78912963,95800000
Alien,1979,8.4,R,117,"Horror, Sci-Fi","May 25, 1979",10700000,80930630,203628947
Pixels,2015,5.5,PG-13,105,"Action, Comedy, Fantasy","Jul 16, 2015",90000000,78765986,244041804
City of Angels,1998,6.7,PG-13,114,"Drama, Fantasy, Romance","Apr 10, 1998",55000000,78750909,198750909
The English Patient,1996,7.4,R,162,"Drama, Romance, War","Nov 15, 1996",35000000,78716374,231710008
We Were Soldiers,2002,7.2,R,138,"Action, Drama, History","Mar 1, 2002",70000000,78120196,114658262
Tower Heist,2011,6.2,PG-13,104,"Action, Comedy, Crime","Nov 4, 2011",85000000,78046570,150422946
The Monuments Men,2014,6.1,PG-13,118,"Comedy, Drama, History","Feb 7, 2014",70000000,78031620,158702748
Man on Fire,2004,7.7,R,146,"Action, Crime, Drama","Apr 23, 2004",60000000,77906816,130968579
The Terminal,2004,7.4,PG-13,128,"Comedy, Drama, Romance","Jun 18, 2004",75000000,77073959,218673959
Gangs of New York,2002,7.5,R,167,"Crime, Drama","Dec 20, 2002",97000000,77730500,183124621
Free Willy,1993,6.0,PG,112,"Adventure, Drama, Family","Jul 16, 1993",20000000,77698625,153698625
The Adventures of Tintin,2011,7.3,PG,107,"Animation, Action, Adventure","Oct 28, 2011",130000000,77591831,373993951
Night School,2018,5.6,PG-13,111,Comedy,"Sep 26, 2018",29000000,77339130,103113446
Philadelphia,1993,7.7,PG-13,125,Drama,"Dec 22, 1993",26000000,77324422,201324422
Parental Guidance,2012,6.0,PG,105,"Comedy, Family","Dec 25, 2012",25000000,77267296,120832383
Where the Wild Things Are,2009,6.7,PG,101,"Adventure, Drama, Family","Oct 16, 2009",100000000,77233467,99123656
The A-Team,2010,6.7,PG-13,117,"Action, Adventure, Thriller","Jun 11, 2010",110000000,77222099,177241171
U-571,2000,6.6,PG-13,116,"Action, War","Apr 21, 2000",62000000,77086030,127630030
Dolittle,2020,5.6,PG,101,"Adventure, Comedy, Family","Jan 8, 2020",175000000,77047065,228190365
Alice Through the Looking Glass,2016,6.2,PG,113,"Adventure, Family, Fantasy","May 20, 2016",170000000,77042381,276928112
27 Dresses,2008,6.1,PG-13,111,"Comedy, Romance","Jan 18, 2008",30000000,76808654,160247805
The Muppet Movie,1979,7.6,G,95,"Adventure, Comedy, Family","Jun 22, 1979",8000000,76657000,76657000
Training Day,2001,7.7,R,122,"Crime, Drama, Thriller","Oct 5, 2001",45000000,76261036,104505362
Poltergeist,1982,7.3,PG,114,"Horror, Thriller","Jun 4, 1982",10700000,74706019,121706019
Star Trek III: The Search for Spock,1984,6.7,PG,105,"Action, Adventure, Sci-Fi","Jun 1, 1984",18000000,76471046,87000000
Knight and Day,2010,6.3,PG-13,109,"Action, Adventure, Comedy","Jun 23, 2010",117000000,76423035,258751370
Fantasia,1940,7.8,G,125,"Animation, Family, Fantasy","Nov 13, 1940",2280000,83320000,83320000
Paddington,2014,7.2,PG,95,"Adventure, Comedy, Family","Nov 28, 2014",55000000,76223578,258787216
The Untouchables,1987,7.9,R,119,"Crime, Drama, Thriller","Jun 3, 1987",25000000,76270454,76270454
The Ring Two,2005,5.4,PG-13,110,"Horror, Mystery","Mar 18, 2005",50000000,75941727,161941727
Conspiracy Theory,1997,6.7,R,135,"Action, Mystery, Thriller","Aug 8, 1997",80000000,76118990,142783718
Constantine,2005,7.0,R,121,"Action, Fantasy, Horror","Feb 18, 2005",75000000,75976178,221594911
The Haunted Mansion,2003,5.0,PG,88,"Comedy, Family, Fantasy","Nov 26, 2003",90000000,75817994,155750628
The Family Man,2000,6.8,PG-13,125,"Comedy, Drama, Fantasy","Dec 22, 2000",60000000,75764085,124715863
Barbershop,2002,6.3,PG-13,102,"Comedy, Drama","Sep 13, 2002",12000000,75781642,77063461
The Intern,2015,7.1,PG-13,121,"Comedy, Drama","Sep 24, 2015",40000000,75764672,197115710
Hellboy II: The Golden Army,2008,7.0,PG-13,120,"Action, Adventure, Fantasy","Jul 11, 2008",82500000,75986503,160388063
Star Trek: Generations,1994,6.6,PG,118,"Action, Adventure, Mystery","Nov 18, 1994",38000000,75671262,120000000
Contagion,2011,6.7,PG-13,106,"Action, Drama, Thriller","Sep 9, 2011",60000000,75658097,137551594
"You, Me and Dupree",2006,5.6,PG-13,110,"Comedy, Romance","Jul 14, 2006",54000000,75802010,130402010
We Bought a Zoo,2011,7.1,PG,124,"Comedy, Drama, Family","Dec 23, 2011",50000000,75624550,118729073
2 Guns,2013,6.7,R,109,"Action, Comedy, Thriller","Aug 2, 2013",61000000,75612460,132493015
Moneyball,2011,7.6,PG-13,133,"Biography, Drama, Sport","Sep 23, 2011",50000000,75605492,111300835
The Rookie,2002,6.9,G,127,"Drama, Family, Sport","Mar 29, 2002",22000000,75600072,80491516
Braveheart,1995,8.3,R,178,"Biography, Drama, History","May 24, 1995",72000000,75545647,209045244
Zombieland,2009,7.6,R,88,"Adventure, Comedy, Fantasy","Oct 2, 2009",23600000,75590286,102236596
Old School,2003,7.1,R,88,Comedy,"Feb 21, 2003",24000000,75155000,86737464
Any Given Sunday,1999,6.9,R,162,"Drama, Sport","Dec 22, 1999",60000000,75530832,100230832
The Last of the Mohicans,1992,7.7,R,112,"Action, Adventure, Drama","Sep 25, 1992",40000000,75505856,75505856
The Girl on the Train,2016,6.5,R,112,"Crime, Drama, Mystery","Oct 5, 2016",45000000,75395035,174278214
The Horse Whisperer,1998,6.6,PG-13,169,"Drama, Romance, Western","May 15, 1998",60000000,75383563,186883563
Ray,2004,7.7,PG-13,152,"Biography, Drama, Music","Oct 29, 2004",40000000,75305995,124823094
Coraline,2009,7.7,PG,100,"Animation, Drama, Family","Feb 6, 2009",60000000,75286229,126037057
The Exorcism of Emily Rose,2005,6.7,PG-13,119,"Drama, Horror, Thriller","Sep 9, 2005",18000000,75072454,144529078
Eragon,2006,5.1,PG,104,"Action, Adventure, Family","Dec 15, 2006",100000000,75030163,249488115
Star Trek VI: The Undiscovered Country,1991,7.2,PG,110,"Action, Adventure, Sci-Fi","Dec 6, 1991",27000000,74888996,96900000
The Prince of Tides,1991,6.7,R,132,"Drama, Romance","Dec 25, 1991",30000000,74787599,74787599
Ben-Hur,1959,8.1,G,212,"Adventure, Drama, History","Nov 18, 1959",15000000,73000000,73259017
Ladder 49,2004,6.5,PG-13,115,"Action, Drama, Thriller","Oct 1, 2004",60000000,74541707,102332848
Four Brothers,2005,6.8,R,109,"Action, Crime, Drama","Aug 12, 2005",30000000,74494381,92494381
No Country for Old Men,2007,8.1,R,122,"Crime, Drama, Thriller","Nov 9, 2007",25000000,74273505,164035753
Alien: Covenant,2017,6.4,R,122,"Horror, Sci-Fi, Thriller","May 4, 2017",97000000,74262031,238521247
Jack and Jill,2011,3.3,PG,91,Comedy,"Nov 11, 2011",79000000,74158157,150519217
Annabelle Comes Home,2019,5.9,R,106,"Horror, Mystery, Thriller","Jun 26, 2019",27000000,74152591,228517113
Sin City,2005,8.0,R,124,"Crime, Thriller","Apr 1, 2005",40000000,74103820,158527918
Along Came a Spider,2001,6.4,R,104,"Drama, Thriller","Apr 6, 2001",28000000,74058698,105159085
Captain Underpants: The First Epic Movie,2017,6.2,PG,89,"Animation, Action, Comedy","Jun 2, 2017",38000000,73921000,126577874
Hugo,2011,7.5,PG,126,"Drama, Family, Fantasy","Nov 23, 2011",180000000,73864507,180047784
Christmas with the Kranks,2004,5.4,PG,99,"Comedy, Family","Nov 24, 2004",50000000,73701902,96469187
Beetlejuice,1988,7.5,PG,92,"Comedy, Fantasy","Mar 30, 1988",15000000,73839613,73887546
Monster House,2006,6.6,PG,91,"Animation, Comedy, Family","Jul 21, 2006",75000000,73661010,141267370
Deep Blue Sea,1999,5.9,R,105,"Action, Adventure, Sci-Fi","Jul 28, 1999",60000000,73648228,165048228
Law Abiding Citizen,2009,7.4,R,109,"Action, Crime, Drama","Oct 16, 2009",53000000,73357727,131159781
Spirit: Stallion of the Cimarron,2002,7.1,G,83,"Animation, Adventure, Drama","May 24, 2002",80000000,73215310,106515310
Hollow Man,2000,5.8,R,112,"Action, Horror, Sci-Fi","Aug 4, 2000",90000000,73209340,191200000
White House Down,2013,6.4,PG-13,131,"Action, Drama, Thriller","Jun 28, 2013",150000000,73103784,205440387
John Carter,2012,6.6,PG-13,132,"Action, Adventure, Sci-Fi","Mar 7, 2012",263700000,73058679,282778100
Hotel for Dogs,2009,5.4,PG,100,"Comedy, Family","Jan 16, 2009",35000000,73178547,122357172
Dinner for Schmucks,2010,5.9,PG-13,114,Comedy,"Jul 30, 2010",69000000,73026337,86796502
The Interpreter,2005,6.4,PG-13,128,"Crime, Mystery, Thriller","Apr 22, 2005",90000000,72708161,162753837
Hercules,2014,6.0,PG-13,98,"Action, Adventure, Fantasy","Jul 23, 2014",100000000,72688614,243388614
Storks,2016,6.8,PG,87,"Animation, Adventure, Comedy","Sep 22, 2016",70000000,72679278,183353431
I Know What You Did Last Summer,1997,5.7,R,101,"Horror, Mystery","Oct 17, 1997",17000000,72250091,125250091
Bridge of Spies,2015,7.6,PG-13,142,"Drama, History, Thriller","Oct 14, 2015",40000000,72313754,162498338
Dolphin Tale,2011,6.9,PG,113,"Drama, Family","Sep 23, 2011",37000000,72286779,96068724
Vantage Point,2008,6.6,PG-13,90,"Action, Crime, Drama","Feb 22, 2008",40000000,72266306,150886329
Ace Ventura: Pet Detective,1994,6.9,PG-13,86,Comedy,"Feb 4, 1994",12000000,72217396,107217396
A Bad Moms Christmas,2017,5.6,R,104,Comedy,"Nov 1, 2017",28000000,72110659,127710550
10 Cloverfield Lane,2016,7.2,PG-13,103,"Drama, Horror, Mystery","Jan 4, 2016",15000000,72082999,108286422
Get Shorty,1995,6.9,R,105,"Comedy, Crime, Thriller","Oct 20, 1995",30250000,72021008,115021008
My Fair Lady,1964,7.8,G,170,"Drama, Family, Musical","Oct 22, 1964",17000000,72000000,72071636
1408,2007,6.8,PG-13,104,"Fantasy, Horror, Mystery","Jun 22, 2007",22500000,71985628,131263370
The Purge: Anarchy,2014,6.4,R,103,"Action, Adventure, Horror","Jul 16, 2014",9000000,71562550,111534881
John Q,2002,7.1,PG-13,116,"Crime, Drama, Thriller","Feb 15, 2002",36000000,71026631,102226631
Mama,2013,6.2,PG-13,100,"Horror, Thriller","Jan 17, 2013",15000000,71628180,148095566
Galaxy Quest,1999,7.3,PG,102,"Adventure, Comedy, Sci-Fi","Dec 24, 1999",45000000,71423726,90523726
Stargate,1994,7.1,PG-13,116,"Action, Adventure, Sci-Fi","Oct 28, 1994",55000000,71565669,196565669
Bridget Jones's Diary,2001,6.7,R,97,"Comedy, Drama, Romance","Apr 13, 2001",25000000,71500556,281527158
The Bridges of Madison County,1995,7.6,PG-13,135,"Drama, Romance","Jun 2, 1995",22000000,71516617,175516617
Chocolat,2000,7.2,PG-13,121,"Drama, Romance","Dec 15, 2000",25000000,71309760,152500343
Sideways,2004,7.5,R,127,"Comedy, Drama, Romance","Oct 22, 2004",17000000,71502303,109793192
"I Love You, Man",2009,7.0,R,105,"Comedy, Romance","Mar 20, 2009",40000000,72013010,92302502
Safe Haven,2013,6.7,PG-13,115,"Drama, Romance, Thriller","Feb 13, 2013",28000000,71399120,94050951
Scary Movie 2,2001,5.3,R,83,"Comedy, Horror","Jul 4, 2001",45000000,71277420,141189101
The Spiderwick Chronicles,2008,6.5,PG,96,"Action, Adventure, Drama","Feb 14, 2008",92500000,71195053,162839667
The Score,2001,6.8,R,124,"Crime, Drama, Thriller","Jul 13, 2001",68000000,71069884,113542091
Paul Blart: Mall Cop 2,2015,4.4,PG,94,"Action, Comedy, Crime","Apr 10, 2015",38000000,71091594,107650646
The Smurfs 2,2013,5.3,PG,105,"Animation, Adventure, Comedy","Jul 31, 2013",110000000,71017784,348547523
Groundhog Day,1993,8.0,PG,101,"Comedy, Fantasy, Romance","Feb 12, 1993",14600000,70906973,70906973
Shallow Hal,2001,5.9,PG-13,114,"Comedy, Drama, Fantasy","Nov 9, 2001",40000000,70836296,70836296
White Chicks,2004,5.6,PG-13,109,"Comedy, Crime","Jun 23, 2004",20000000,69148997,111448997
Broken Arrow,1996,6.0,R,108,"Action, Adventure, Thriller","Feb 9, 1996",65000000,70645997,148345997
No Strings Attached,2011,6.2,R,108,"Comedy, Romance","Jan 21, 2011",25000000,70662220,149228078
The Best Man Holiday,2013,6.7,R,123,"Comedy, Drama","Nov 15, 2013",17000000,70525195,72835710
Mortal Kombat,1995,5.8,PG-13,101,"Action, Adventure, Fantasy","Aug 18, 1995",20000000,70433227,122133227
JFK,1991,8.0,R,189,"Drama, History, Thriller","Dec 20, 1991",40000000,70405498,205400000
Shaft,2000,5.9,R,99,"Action, Crime, Thriller","Jun 16, 2000",53012938,70327868,107190108
Moonraker,1979,6.3,PG,126,"Action, Adventure, Sci-Fi","Jun 29, 1979",31000000,70300000,210300000
World Trade Center,2006,5.9,PG-13,129,"Drama, Family, Fantasy","Aug 9, 2006",65000000,70278893,163295654
Rocky Balboa,2006,7.1,PG,102,"Action, Drama, Sport","Dec 20, 2006",24000000,70269899,156229050
The Big Short,2015,7.8,R,130,"Biography, Comedy, Drama","Dec 11, 2015",28000000,70259870,133162752
Fool's Gold,2008,5.7,PG-13,112,"Action, Adventure, Comedy","Feb 8, 2008",72500000,70231041,109362966
Big Momma's House 2,2006,4.7,PG-13,99,"Comedy, Crime","Jan 27, 2006",40000000,70165972,137047376
Star Trek: Insurrection,1998,6.4,PG,103,"Action, Adventure, Sci-Fi","Dec 11, 1998",70000000,70187658,117800000
The Golden Compass,2007,6.1,PG-13,113,"Adventure, Family, Fantasy","Dec 7, 2007",205000000,70107728,367262558
Boomerang,1992,5.5,R,117,"Comedy, Drama, Romance","Jul 1, 1992",42000000,70052444,131052444
Blade,1998,7.1,R,120,"Action, Horror, Sci-Fi","Aug 21, 1998",45000000,70141876,131237688
Act of Valor,2012,6.5,R,110,"Action, Adventure, Thriller","Feb 24, 2012",12000000,70012847,82497035
Born on the Fourth of July,1989,7.2,R,145,"Biography, Drama, War","Dec 20, 1989",14000000,70001698,70001698
Seven Pounds,2008,7.6,PG-13,123,Drama,"Dec 19, 2008",54000000,69951824,166617328
Private Benjamin,1980,6.2,R,109,"Comedy, War","Oct 10, 1980",15000000,69847348,69847348
Swordfish,2001,6.5,R,99,"Action, Crime, Thriller","Jun 8, 2001",80000000,69772969,147080413
The Best Little Whorehouse in Texas,1982,6.0,R,114,"Comedy, Musical","Jul 23, 1982",20500000,69701637,69701637
The Kid,2000,6.1,PG,104,"Comedy, Family, Fantasy","Jul 7, 2000",65000000,69688384,69688384
The First Purge,2018,5.2,R,97,"Action, Horror, Sci-Fi","Jul 4, 2018",13000000,69488745,137054597
The Thomas Crown Affair,1999,6.8,R,113,"Crime, Romance, Thriller","Aug 6, 1999",48000000,69304264,124304264
Vertical Limit,2000,5.9,PG-13,124,"Action, Adventure, Drama","Dec 8, 2000",75000000,68473360,213500000
Game Night,2018,6.9,R,100,"Action, Comedy, Crime","Feb 23, 2018",37000000,69179066,117378084
Good Boys,2019,6.7,R,90,"Adventure, Comedy","Aug 14, 2019",20000000,83140306,111156801
Guess Who,2005,5.9,PG-13,105,"Comedy, Romance","Mar 25, 2005",35000000,68915888,102115888
Cool Runnings,1993,7.0,PG,98,"Adventure, Comedy, Family","Oct 1, 1993",14000000,68856263,155008909
Witness,1985,7.4,R,112,"Crime, Drama, Romance","Feb 8, 1985",12000000,65532576,65532576
Sahara,2005,6.0,PG-13,124,"Action, Adventure, Comedy","Apr 8, 2005",145000000,68671925,121671925
Book Club,2018,6.1,PG-13,104,"Comedy, Drama, Romance","May 18, 2018",10000000,68566296,91328463
Percy Jackson: Sea of Monsters,2013,5.8,PG,106,"Adventure, Family, Fantasy","Aug 7, 2013",90000000,68559554,200859554
Road Trip,2000,6.4,R,93,Comedy,"May 19, 2000",16000000,68525609,119739110
Blue Streak,1999,6.3,PG-13,93,"Action, Comedy, Crime","Sep 17, 1999",36000000,68208190,117448157
Skyscraper,2018,5.8,PG-13,102,"Action, Adventure, Thriller","Jul 5, 2018",125000000,68420120,304868961
Obsessed,2009,5.0,PG-13,108,"Drama, Romance, Thriller","Apr 24, 2009",20000000,68261644,73964713
Octopussy,1983,6.6,PG,131,"Action, Adventure, Thriller","Jun 10, 1983",27500000,67900000,187500000
Outbreak,1995,6.6,R,127,"Action, Drama, Thriller","Mar 10, 1995",50000000,67823573,190023573
War Room,2015,6.5,PG,120,Drama,"Aug 27, 2015",3000000,67790117,73986904
Insidious: The Last Key,2018,5.7,PG-13,103,"Horror, Mystery, Thriller","Jan 3, 2018",10000000,67745330,172811971
The Tourist,2010,6.0,PG-13,103,"Action, Adventure, Crime","Dec 10, 2010",100000000,67631157,278731369
Holes,2003,7.0,PG,117,"Adventure, Comedy, Drama","Apr 18, 2003",20000000,67383924,71232214
Instant Family,2018,7.3,PG-13,118,"Comedy, Drama","Nov 16, 2018",48000000,67363237,119736188
Insomnia,2002,7.2,R,118,"Drama, Mystery, Thriller","May 24, 2002",46000000,67263182,113622499
A Good Day to Die Hard,2013,5.3,R,98,"Action, Thriller","Feb 6, 2013",92000000,67349198,304249198
Role Models,2008,6.8,R,99,Comedy,"Nov 7, 2008",28000000,67300955,94500826
Hidalgo,2004,6.7,PG-13,136,"Action, Adventure, Biography","Mar 5, 2004",78000000,67286731,108086731
Lights Out,2016,6.3,PG-13,81,"Drama, Horror, Mystery","Jul 21, 2016",5000000,67268835,148806510
Coach Carter,2005,7.3,PG-13,136,"Biography, Drama, Sport","Jan 14, 2005",45000000,67264877,76665507
Hacksaw Ridge,2016,8.1,R,139,"Biography, Drama, History","Nov 3, 2016",40000000,67209615,168904682
Coal Miner's Daughter,1980,7.5,PG,124,"Biography, Drama, Music","Mar 7, 1980",15000000,67182787,67182787
Race to Witch Mountain,2009,5.7,PG,98,"Action, Adventure, Family","Mar 13, 2009",50000000,67172595,105103784
Angel Has Fallen,2019,6.4,R,121,"Action, Thriller","Aug 22, 2019",40000000,69030436,133365452
Dante's Peak,1997,5.9,PG-13,108,"Action, Adventure, Thriller","Feb 7, 1997",115000000,67163857,178200000
The Bounty Hunter,2010,5.6,PG-13,110,"Action, Comedy, Romance","Mar 19, 2010",45000000,67061228,135808837
102 Dalmatians,2000,4.9,G,100,"Adventure, Comedy, Family","Nov 22, 2000",85000000,66941559,66941559
Kangaroo Jack,2003,4.4,PG,89,"Action, Adventure, Comedy","Jan 17, 2003",60000000,66723216,90558582
End of Days,1999,5.8,R,122,"Action, Fantasy, Horror","Nov 24, 1999",100000000,66889043,212026975
Changing Lanes,2002,6.4,R,98,"Drama, Thriller","Apr 12, 2002",45000000,66790248,66790248
The Mexican,2001,6.1,R,123,"Adventure, Comedy, Crime","Mar 2, 2001",40000000,66808615,145238250
The Godfather: Part III,1990,7.6,R,162,"Crime, Drama","Dec 25, 1990",54000000,66520529,66520529
Charlie Wilson's War,2007,7.0,R,102,"Biography, Comedy, Drama","Dec 21, 2007",75000000,66661095,119512771
The Forgotten,2004,5.8,PG-13,91,"Drama, Mystery, Sci-Fi","Sep 24, 2004",50000000,66711892,117211892
