Movie,Year,IMDb,Rating,Runtime,Genre
Observe and Report,2009,5.8,R,86,"Comedy, Crime, Drama"
Perfect Stranger,2007,5.7,R,109,"Crime, Horror, Mystery"
From Paris with Love,2010,6.5,R,92,"Action, Crime, Thriller"
Corky Romano,2001,4.7,PG-13,86,"Comedy, Crime"
Weird Science,1985,6.6,PG-13,94,"Comedy, Romance, Sci-Fi"
Striking Distance,1993,5.9,R,102,"Action, Crime, Mystery"
House of Wax,1953,7.1,GP,88,Horror
Tom and Huck,1995,5.5,PG,97,"Adventure, Comedy, Drama"
Santa Claus: The Movie,1985,6.3,PG,107,"Adventure, Family, Fantasy"
Good Burger,1997,5.7,PG,95,"Comedy, Family"
Sixteen Candles,1984,7.1,PG,93,"Comedy, Romance"
The Best Years of Our Lives,1946,8.0,Approved,170,"Drama, Romance, War"
The Wicker Man,2006,3.7,PG-13,102,"Horror, Mystery, Thriller"
Hot Fuzz,2007,7.8,R,121,"Action, Comedy, Mystery"
Night Shift,1982,6.6,R,106,Comedy
My Blue Heaven,1990,6.3,PG-13,97,"Comedy, Crime"
The Losers,2010,6.3,PG-13,97,"Action, Adventure, Crime"
How to Make an American Quilt,1995,6.3,PG-13,117,"Comedy, Drama, Romance"
Oscar,1991,6.5,PG,109,"Comedy, Crime"
Hotel Rwanda,2004,8.1,PG-13,121,"Biography, Drama, History"
Traitor,2008,7.0,PG-13,114,"Action, Crime, Drama"
Ernest Goes to Camp,1987,5.5,PG,92,"Comedy, Family"
Hoodlum,1997,6.3,R,130,"Crime, Drama"
Boys on the Side,1995,6.5,R,115,"Comedy, Drama"
Eight Crazy Nights,2002,5.4,PG-13,76,"Animation, Comedy, Musical"
Caligula,1979,5.4,Unrated,156,"Drama, History"
Circle of Friends,1995,6.6,PG-13,103,"Drama, Romance"
Endless Love,2014,6.3,PG-13,104,"Drama, Romance"
Raging Bull,1980,8.2,R,129,"Biography, Drama, Sport"
Ghost Story,1981,6.3,R,110,"Drama, Horror, Thriller"
Leap of Faith,1992,6.1,PG-13,108,"Comedy, Drama, Romance"
Reindeer Games,2000,5.8,R,104,"Action, Adventure, Crime"
The Usual Suspects,1995,8.5,R,106,"Crime, Mystery, Thriller"
The Avengers,1998,3.8,PG-13,89,"Action, Adventure, Sci-Fi"
Operation Petticoat,1959,7.3,Approved,124,"Comedy, Romance, War"
Auntie Mame,1958,7.9,Approved,143,"Comedy, Drama, Romance"
The Covenant,2006,5.3,PG-13,97,"Action, Adventure, Fantasy"
One True Thing,1998,7.0,R,127,Drama
Faster,2010,6.4,R,98,"Action, Crime, Drama"
Agent Cody Banks 2: Destination London,2004,4.6,PG,100,"Action, Adventure, Comedy"
Pompeii,2014,5.5,PG-13,105,"Action, Adventure, Drama"
Vicky Cristina Barcelona,2008,7.1,PG-13,96,"Comedy, Drama, Romance"
Benny & Joon,1993,7.2,PG,98,"Comedy, Drama, Romance"
Monte Carlo,2011,5.8,PG,109,"Adventure, Comedy, Family"
The Iron Giant,1999,8.0,PG,86,"Animation, Action, Adventure"
Piglet's Big Movie,2003,6.1,G,75,"Animation, Adventure, Comedy"
Match Point,2005,7.6,R,124,"Drama, Romance, Thriller"
Stay Alive,2006,5.1,PG-13,85,"Fantasy, Horror, Mystery"
Sanctum,2011,5.9,R,108,"Action, Adventure, Drama"
Whiskey Tango Foxtrot,2016,6.6,R,112,"Biography, Comedy, Drama"
Fighting,2009,5.6,PG-13,105,"Action, Crime, Drama"
The Players Club,1998,5.9,R,104,"Comedy, Drama"
Transcendence,2014,6.3,PG-13,119,"Action, Drama, Sci-Fi"
Bulletproof Monk,2003,5.5,PG-13,104,"Action, Comedy, Fantasy"
The Program,1993,6.5,R,112,"Action, Drama, Romance"
The Long Riders,1980,7.0,R,100,"Biography, Crime, Western"
American Gigolo,1980,6.3,R,117,"Crime, Drama, Mystery"
The Russia House,1990,6.1,R,123,"Drama, Romance, Thriller"
Fighting with My Family,2019,7.1,PG-13,108,"Biography, Comedy, Drama"
The Remains of the Day,1993,7.8,PG,134,"Drama, Romance"
D3: The Mighty Ducks,1996,5.5,PG,104,"Action, Comedy, Drama"
The Care Bears Movie,1985,5.7,G,77,"Animation, Adventure, Comedy"
Love Happens,2009,5.7,PG-13,109,"Drama, Romance"
Ella Enchanted,2004,6.3,PG,96,"Comedy, Family, Fantasy"
Revolutionary Road,2008,7.3,R,119,"Drama, Romance"
Rounders,1998,7.3,R,121,"Crime, Drama"
Two for the Money,2005,6.3,R,122,"Crime, Drama, Sport"
Being John Malkovich,1999,7.7,R,113,"Comedy, Drama, Fantasy"
Beloved,1998,6.0,R,172,"Drama, History, Horror"
Raising Arizona,1987,7.3,PG-13,94,"Comedy, Crime"
Prime,2005,6.2,PG-13,105,"Comedy, Drama, Romance"
Missing in Action,1984,5.5,R,101,"Action, Adventure, Drama"
On Her Majesty's Secret Service,1969,6.7,PG,142,"Action, Adventure, Thriller"
A Dog's Journey,2019,7.5,PG,109,"Adventure, Comedy, Drama"
Frankie and Johnny,1991,6.8,R,118,"Comedy, Drama, Romance"
Joe Somebody,2001,5.5,PG,98,"Comedy, Drama"
Xanadu,1980,5.2,PG,96,"Fantasy, Musical, Romance"
The Gallows,2015,4.2,R,81,"Horror, Mystery, Sci-Fi"
The Juror,1996,5.7,R,118,"Crime, Drama, Thriller"
Titan A.E.,2000,6.6,PG,94,"Animation, Action, Adventure"
Rudy,1993,7.5,PG,114,"Biography, Drama, Sport"
Dickie Roberts: Former Child Star,2003,5.6,PG-13,98,Comedy
Quest for Camelot,1998,6.3,G,86,"Animation, Adventure, Comedy"
Booksmart,2019,7.2,R,102,Comedy
Thunderheart,1992,6.8,R,119,"Crime, Mystery, Thriller"
Pure Luck,1991,5.9,PG,96,"Comedy, Crime, Mystery"
The French Lieutenant's Woman,1981,7.0,R,124,"Drama, Romance"
Much Ado About Nothing,1993,7.3,PG-13,111,"Comedy, Drama, Romance"
Babylon A.D.,2008,5.6,PG-13,90,"Action, Adventure, Sci-Fi"
My Super Ex-Girlfriend,2006,5.1,PG-13,96,"Comedy, Romance, Sci-Fi"
The Incredible Burt Wonderstone,2013,5.9,PG-13,100,Comedy
The Black Dahlia,2006,5.6,R,121,"Crime, Drama, Mystery"
Captain Ron,1992,5.8,PG-13,90,"Adventure, Comedy"
Lucky Number Slevin,2006,7.7,R,110,"Crime, Drama, Mystery"
The Warriors,1979,7.6,R,92,"Action, Crime, Thriller"
War,2007,6.2,R,103,"Action, Thriller"
My Bodyguard,1980,7.1,PG,102,"Comedy, Drama, Family"
Hitman: Agent 47,2015,5.7,R,96,"Action, Crime, Thriller"
Magnolia,1999,8.0,R,188,Drama
Fame,2009,5.1,PG,107,"Comedy, Drama, Musical"
City by the Sea,2002,6.1,R,108,"Crime, Drama, Mystery"
License to Drive,1988,6.4,PG-13,88,Comedy
Red Corner,1997,6.3,R,122,"Crime, Drama, Thriller"
The Alamo,2004,6.0,PG-13,137,"Drama, History, War"
The Bye Bye Man,2017,4.2,PG-13,96,"Drama, Fantasy, Horror"
Stuber,2019,6.2,R,93,"Action, Comedy, Crime"
At First Sight,1999,6.0,PG-13,128,"Drama, Romance"
Edtv,1999,6.1,PG-13,122,"Comedy, Drama"
The Borrowers,1997,5.9,PG,89,"Adventure, Comedy, Family"
Blue Chips,1994,6.2,PG-13,108,"Drama, Sport"
Project Almanac,2015,6.4,PG-13,106,"Drama, Mystery, Sci-Fi"
My Fellow Americans,1996,6.5,PG-13,101,"Adventure, Comedy"
The Lion in Winter,1968,7.9,PG,134,"Biography, Drama, History"
Deuce Bigalow: European Gigolo,2005,4.7,R,83,Comedy
Adaptation.,2002,7.7,R,115,"Comedy, Drama"
Victoria & Abdul,2017,6.8,PG-13,111,"Biography, Drama, History"
Pink Floyd: The Wall,1982,8.1,R,95,"Animation, Drama, Fantasy"
Empire of the Sun,1987,7.7,PG,153,"Action, Drama, History"
Two Can Play That Game,2001,6.2,R,90,"Comedy, Romance"
Norma Rae,1979,7.3,PG,114,Drama
Emma,1996,6.6,PG,120,"Comedy, Drama, Romance"
Hustle & Flow,2005,7.3,R,116,"Crime, Drama, Music"
Nowhere to Run,1993,5.7,R,94,"Action, Drama, Romance"
The Sword in the Stone,1963,7.2,G,79,"Animation, Adventure, Comedy"
A Nightmare on Elm Street 5: The Dream Child,1989,5.2,R,89,"Fantasy, Horror"
An American Tail: Fievel Goes West,1991,6.5,G,75,"Animation, Adventure, Family"
Darkness,2002,5.5,PG-13,88,Horror
Don Juan DeMarco,1994,6.7,PG-13,97,"Comedy, Drama, Romance"
The Medallion,2003,5.3,PG-13,88,"Action, Comedy, Fantasy"
Lock Up,1989,6.4,R,109,"Action, Crime, Drama"
Rough Night,2017,5.2,R,101,"Comedy, Crime, Thriller"
The Three Musketeers,1973,7.2,PG,106,"Action, Adventure"
Frankenstein,1994,6.4,R,123,"Drama, Horror, Romance"
Death Wish,1974,7.0,R,93,"Action, Crime, Drama"
Billy Elliot,2000,7.7,R,110,"Drama, Music"
Joy Ride,2001,6.6,R,97,"Mystery, Thriller"
Victor Victoria,1982,7.6,PG,134,"Comedy, Music, Musical"
Friday the 13th: A New Beginning,1985,4.8,R,92,"Horror, Mystery, Thriller"
Old Yeller,1957,7.3,Approved,83,"Adventure, Drama, Family"
Hellboy,2019,5.2,R,120,"Action, Adventure, Fantasy"
Love Don't Cost a Thing,2003,5.2,PG-13,100,"Comedy, Romance, Drama"
My Little Pony: The Movie,2017,6.1,PG,99,"Animation, Adventure, Comedy"
A Lot Like Love,2005,6.6,PG-13,107,"Comedy, Drama, Romance"
Only the Lonely,1991,6.4,PG-13,104,"Comedy, Romance"
A Soldier's Story,1984,7.2,PG,101,"Crime, Drama, Mystery"
Mr 3000,2004,5.5,PG-13,104,"Comedy, Drama, Romance"
The Big Wedding,2013,5.6,R,89,"Comedy, Drama, Romance"
Ricochet,1991,6.2,R,102,"Action, Crime, Drama"
The Caine Mutiny,1954,7.7,Not Rated,124,"Drama, War"
Shining Through,1992,6.5,R,132,"Drama, Romance, Thriller"
The Bachelor,1999,5.0,PG-13,101,"Comedy, Romance"
Friday the 13th Part 2,1981,6.1,R,87,"Horror, Mystery, Thriller"
Marathon Man,1976,7.5,R,125,"Crime, Thriller"
The Green Berets,1968,5.8,G,142,"Drama, War"
The Player,1992,7.5,R,124,"Comedy, Crime, Drama"
Overlord,2018,6.6,R,110,"Action, Adventure, Horror"
Biker Boyz,2003,4.7,PG-13,110,"Action, Drama"
The Russians Are Coming the Russians Are Coming,1966,7.1,Unrated,126,"Comedy, War"
Como agua para chocolate,1992,7.1,R,105,"Drama, Romance"
The Rookie,1990,5.9,R,120,"Action, Crime, Drama"
Short Circuit 2,1988,5.8,PG,110,"Comedy, Drama, Family"
The Quest,1996,5.6,PG-13,95,"Action, Adventure, Drama"
Your Highness,2011,5.5,R,102,"Adventure, Comedy, Fantasy"
Consenting Adults,1992,5.8,R,99,"Crime, Drama, Mystery"
Mud,2012,7.4,PG-13,130,Drama
Snowden,2016,7.3,R,134,"Biography, Crime, Drama"
Black or White,2014,6.6,PG-13,121,Drama
Baggage Claim,2013,5.1,PG-13,96,"Comedy, Romance"
He Got Game,1998,6.9,R,136,"Drama, Sport"
Just Wright,2010,5.9,PG,100,"Comedy, Romance, Sport"
"The Way, Way Back",2013,7.4,PG-13,103,"Comedy, Drama"
The Right Stuff,1983,7.8,PG,193,"Adventure, Biography, Drama"
The Book Thief,2013,7.6,PG-13,131,"Drama, War"
Married to the Mob,1988,6.2,R,104,"Comedy, Crime, Romance"
Battlefield Earth,2000,2.5,PG-13,118,"Action, Adventure, Sci-Fi"
The Last Mimzy,2007,6.2,PG,90,"Drama, Family, Sci-Fi"
Urban Legends: Final Cut,2000,4.3,R,97,"Horror, Mystery, Thriller"
The Freshman,1990,6.4,PG,102,"Comedy, Crime"
Tough Guys,1986,6.3,PG,104,"Comedy, Crime"
Psycho,1998,4.6,R,105,"Horror, Mystery, Thriller"
Toys,1992,5.1,PG-13,118,"Adventure, Comedy, Drama"
Rhinestone,1984,3.9,PG,111,"Comedy, Music"
The Darkest Hour,2011,4.9,PG-13,89,"Action, Adventure, Horror"
The Adventures of Ford Fairlane,1990,6.5,R,104,"Action, Adventure, Comedy"
Quigley Down Under,1990,6.9,PG-13,119,"Action, Adventure, Drama"
When a Stranger Calls,1979,6.5,R,97,"Horror, Mystery, Thriller"
A Very Brady Sequel,1996,5.7,PG-13,90,Comedy
Cold Creek Manor,2003,5.0,R,118,"Drama, Mystery, Thriller"
The Place Beyond the Pines,2012,7.3,R,140,"Crime, Drama, Thriller"
Mr. Magoo,1997,4.0,PG,87,"Adventure, Comedy, Family"
Mars Needs Moms,2011,5.4,PG,88,"Animation, Action, Adventure"
The Fog,1980,6.8,R,89,"Horror, Thriller"
Skyline,2010,4.4,PG-13,92,"Action, Sci-Fi, Thriller"
Raising Cain,1992,6.1,R,92,"Crime, Drama, Horror"
Shaft,2019,6.4,R,111,"Action, Comedy, Crime"
Waist Deep,2006,5.9,R,97,"Action, Crime, Drama"
The King and I,1956,7.4,G,133,"Biography, Drama, Musical"
The Bells of St. Mary's,1945,7.3,Unrated,126,Drama
Conan the Barbarian,2011,5.2,R,113,"Action, Adventure, Fantasy"
The Black Cauldron,1985,6.4,PG,80,"Animation, Action, Adventure"
To Die For,1995,6.8,R,106,"Comedy, Crime, Drama"
Dream House,2011,6.0,PG-13,84,"Drama, Mystery, Thriller"
Coneheads,1993,5.3,PG,88,"Comedy, Sci-Fi"
Mechanic: Resurrection,2016,5.7,R,98,"Action, Adventure, Thriller"
Torque,2004,4.1,PG-13,84,"Action, Comedy, Crime"
Amazing Grace,2006,7.4,PG,118,"Biography, Drama, History"
Cujo,1983,6.1,R,93,"Horror, Thriller"
Christine,1983,6.7,R,110,"Horror, Thriller"
Mister Roberts,1955,7.7,Not Rated,123,"Comedy, Drama, War"
"As Above, So Below",2014,6.2,R,93,"Horror, Mystery, Thriller"
Bulletproof,1996,5.8,R,84,"Action, Comedy, Crime"
ATL,2006,6.1,PG-13,105,"Comedy, Crime, Drama"
Cabin Fever,2002,5.7,R,93,"Drama, Horror"
The Next Three Days,2010,7.4,PG-13,133,"Action, Crime, Drama"
Kuffs,1992,5.9,PG-13,102,"Action, Comedy, Crime"
Stir of Echoes,1999,7.0,R,99,"Horror, Mystery, Thriller"
The Disaster Artist,2017,7.4,R,104,"Biography, Comedy, Drama"
47 Meters Down: Uncaged,2019,5.0,PG-13,90,"Adventure, Drama, Horror"
Tales from the Crypt: Demon Knight,1995,6.7,R,92,"Action, Fantasy, Horror"
F/X2,1991,5.9,PG-13,108,"Action, Thriller"
Antwone Fisher,2002,7.3,PG-13,120,"Biography, Drama"
The Wiz,1978,5.4,G,134,"Adventure, Family, Fantasy"
Punchline,1988,5.9,R,128,"Comedy, Drama, Romance"
Creepshow,1982,6.9,R,120,"Comedy, Fantasy, Horror"
Phantom Thread,2017,7.5,R,130,"Drama, Romance"
Ragtime,1981,7.3,PG,155,Drama
The Air Up There,1994,5.5,PG,107,"Comedy, Family, Sport"
Flight of the Phoenix,2004,6.1,PG-13,113,"Action, Adventure, Drama"
Iron Will,1994,6.6,PG,108,"Adventure, Family"
National Lampoon's Van Wilder,2002,6.4,R,92,"Comedy, Romance"
Fantastic Mr. Fox,2009,7.9,PG,87,"Animation, Adventure, Comedy"
Flicka,2006,6.1,PG,95,"Adventure, Drama, Family"
Aloha,2015,5.4,PG-13,105,"Comedy, Drama, Romance"
Looney Tunes: Back in Action,2003,5.7,PG,91,"Animation, Adventure, Comedy"
Reality Bites,1994,6.6,PG-13,99,"Comedy, Drama, Romance"
The X Files: I Want to Believe,2008,5.9,PG-13,104,"Crime, Drama, Horror"
The Man with the Golden Gun,1974,6.8,PG,125,"Action, Adventure, Thriller"
A Room with a View,1985,7.3,Not Rated,117,"Drama, Romance"
High School High,1996,5.6,PG-13,86,"Comedy, Crime, Romance"
Intersection,1994,5.4,R,98,"Drama, Romance"
Shorts,2009,4.7,PG,89,"Comedy, Family, Fantasy"
Super Mario Bros.,1993,4.1,PG,104,"Adventure, Comedy, Family"
Mr. Baseball,1992,6.0,PG-13,108,"Comedy, Romance, Sport"
Proud Mary,2018,4.9,R,89,"Action, Crime, Drama"
Grand Prix,1966,7.2,Approved,176,"Drama, Sport"
Paul Blart: Mall Cop,2009,5.2,PG,91,"Action, Comedy, Crime"
The Kids Are All Right,2010,7.0,R,106,"Comedy, Drama, Romance"
The Hills Have Eyes 2,2007,5.1,R,89,"Horror, Thriller"
Say Anything...,1989,7.3,PG-13,100,"Comedy, Drama, Romance"
Whale Rider,2002,7.5,PG-13,101,"Drama, Family"
Blair Witch,2016,5.0,R,89,"Horror, Mystery, Thriller"
God's Not Dead 2,2016,4.4,PG,120,Drama
The Dead Zone,1983,7.2,R,103,"Drama, Horror, Sci-Fi"
Jaws: The Revenge,1987,3.0,PG-13,89,"Adventure, Horror, Thriller"
Free State of Jones,2016,6.9,R,139,"Action, Biography, Drama"
Sleepless,2017,5.6,R,95,"Action, Crime, Thriller"
Fear,1996,6.3,R,97,"Drama, Thriller"
The Apostle,1997,7.2,PG-13,134,Drama
Hamlet,1990,6.7,PG,135,Drama
The Happytime Murders,2018,5.4,R,91,"Action, Comedy, Crime"
Land of the Dead,2005,6.2,R,93,"Horror, Sci-Fi, Thriller"
Mad Money,2008,5.8,PG-13,104,"Comedy, Crime, Thriller"
Cat Ballou,1965,6.8,Not Rated,97,"Comedy, Romance, Western"
The Man from Snowy River,1982,7.3,PG,102,"Adventure, Drama, Romance"
The Great Waldo Pepper,1975,6.7,PG,107,"Adventure, Drama"
Diary of a Wimpy Kid: The Long Haul,2017,4.3,PG,91,"Comedy, Family"
Boys and Girls,2000,5.4,PG-13,94,"Comedy, Drama, Romance"
A Christmas Story,1983,7.9,PG,94,"Comedy, Family"
F/X,1986,6.7,R,109,"Action, Thriller"
The Invisible,2007,6.2,PG-13,102,"Crime, Drama, Fantasy"
Keanu,2016,6.2,R,100,"Action, Comedy, Crime"
Gemini Man,2019,5.7,PG-13,117,"Action, Drama, Sci-Fi"
Chain Reaction,1996,5.7,PG-13,107,"Action, Drama, Sci-Fi"
SuperFly,2018,5.1,R,116,"Action, Crime, Thriller"
Porky's Revenge,1985,4.8,R,92,Comedy
Top Secret!,1984,7.2,PG,90,"Comedy, Music"
Gamer,2009,5.8,R,95,"Action, Sci-Fi, Thriller"
The Circle,2017,5.3,PG-13,110,"Drama, Sci-Fi, Thriller"
The Final Conflict,1981,5.6,R,108,Horror
The In-Laws,2003,5.7,PG-13,98,"Action, Comedy, Thriller"
Little Black Book,2004,5.3,PG-13,107,"Comedy, Romance, Drama"
Duel in the Sun,1946,6.8,Passed,129,"Drama, Romance, Western"
F.I.S.T.,1978,6.5,PG,145,"Crime, Drama, Thriller"
Valentine,2001,4.8,R,96,"Horror, Mystery, Thriller"
Sgt. Pepper's Lonely Hearts Club Band,1978,4.2,PG,113,"Adventure, Comedy, Fantasy"
The Three Musketeers,2011,5.7,PG-13,110,"Action, Adventure, Fantasy"
Sudden Death,1995,5.8,R,111,"Action, Crime, Thriller"
Code of Silence,1985,6.1,R,101,"Action, Crime, Drama"
A Prairie Home Companion,2006,6.7,PG-13,105,"Comedy, Drama, Music"
Reno 911! Miami,2007,5.9,R,84,"Comedy, Crime"
Showgirls,1995,4.9,NC-17,128,Drama
Gone Baby Gone,2007,7.6,R,114,"Crime, Drama, Mystery"
Down with Love,2003,6.2,PG-13,101,"Comedy, Romance"
Brick Mansions,2014,5.7,PG-13,90,"Action, Crime, Thriller"
The Cowboy Way,1994,6.0,PG-13,102,"Action, Comedy, Crime"
Premium Rush,2012,6.5,PG-13,91,"Action, Thriller"
Pulse,2006,4.8,PG-13,90,"Horror, Sci-Fi"
Action Jackson,1988,5.5,R,96,"Action, Comedy, Crime"
Our Family Wedding,2010,5.0,PG-13,103,"Comedy, Romance"
Mobsters,1991,6.0,R,104,"Crime, Drama"
Vampires,1998,6.2,R,108,"Action, Horror, Thriller"
Country Strong,2010,6.3,PG-13,117,"Drama, Music"
Another Stakeout,1993,5.6,PG-13,108,"Comedy, Crime"
Appaloosa,2008,6.7,R,115,"Action, Crime, Drama"
City Hall,1996,6.2,R,111,"Drama, Thriller"
The People vs. Larry Flynt,1996,7.3,R,130,"Biography, Drama"
Secret in Their Eyes,2015,6.3,PG-13,111,"Crime, Drama, Mystery"
"Corrina, Corrina",1994,6.6,PG,115,"Comedy, Drama, Romance"
Dracula,1979,6.5,R,109,"Drama, Horror, Romance"
The NeverEnding Story,1984,7.4,PG,102,"Adventure, Drama, Family"
Homefront,2013,6.5,R,100,"Action, Crime, Thriller"
UglyDolls,2019,4.9,PG,87,"Animation, Adventure, Comedy"
Juice,1992,7.1,R,95,"Action, Crime, Drama"
My Favorite Year,1982,7.4,PG,92,"Comedy, Drama"
Big Miracle,2012,6.5,PG,107,"Biography, Drama, Family"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.6,R,89,"Comedy, Crime"
Multiplicity,1996,6.1,PG-13,117,"Comedy, Romance, Sci-Fi"
The Glimmer Man,1996,5.4,R,91,"Action, Comedy, Crime"
Fire in the Sky,1993,6.6,PG-13,109,"Biography, Drama, Fantasy"
Booty Call,1997,5.4,R,79,"Comedy, Romance"
Flipper,1996,5.3,PG,95,"Adventure, Family"
An Innocent Man,1989,6.5,R,113,"Action, Crime, Drama"
Monty Python's Life of Brian,1979,8.1,R,94,Comedy
With Honors,1994,6.7,PG-13,101,"Comedy, Drama"
Only You,1994,6.5,PG,109,"Comedy, Romance"
The Presidio,1988,6.0,R,97,"Action, Crime, Mystery"
Down to You,2000,5.0,PG-13,91,"Comedy, Drama, Romance"
The Fly II,1989,5.1,R,105,"Drama, Horror, Sci-Fi"
Prelude to a Kiss,1992,5.6,PG-13,105,"Comedy, Fantasy, Romance"
Taking Care of Business,1990,6.5,R,108,Comedy
Eyes of Laura Mars,1978,6.2,R,104,"Mystery, Thriller"
Escape to Witch Mountain,1975,6.4,G,97,"Adventure, Family, Fantasy"
Shane,1953,7.6,Not Rated,118,"Drama, Western"
Barefoot in the Park,1967,7.0,G,106,"Comedy, Romance"
Middle School: The Worst Years of My Life,2016,6.1,PG,92,"Comedy, Family"
Assault on Precinct 13,2005,6.3,R,109,"Action, Crime, Drama"
Breathless,1983,5.9,R,100,"Action, Drama, Romance"
Mafia!,1998,5.7,PG-13,87,"Comedy, Crime"
Volunteers,1985,5.5,R,107,"Adventure, Comedy"
Altered States,1980,6.9,R,102,"Horror, Sci-Fi, Thriller"
Hard Rain,1998,5.9,R,97,"Action, Crime, Drama"
Cruising,1980,6.5,R,102,"Crime, Drama, Mystery"
The Spirit,2008,4.8,PG-13,103,"Action, Crime, Fantasy"
Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,5.0,PG,90,"Animation, Action, Adventure"
Vampire in Brooklyn,1995,4.6,R,100,"Comedy, Fantasy, Horror"
Young Sherlock Holmes,1985,6.8,PG-13,109,"Adventure, Fantasy, Mystery"
Gone Fishin',1997,4.9,PG,94,"Comedy, Crime"
The Principal,1987,6.3,R,109,"Action, Crime, Drama"
Color of Night,1994,5.2,R,121,"Mystery, Romance, Thriller"
The Pledge,2001,6.8,R,124,"Crime, Drama, Mystery"
The Hospital,1971,7.2,PG-13,103,"Comedy, Drama, Mystery"
"Same Time, Next Year",1978,7.2,PG,119,"Comedy, Drama, Romance"
Broken City,2013,6.2,R,109,"Action, Crime, Drama"
Man of the House,2005,5.4,PG-13,100,"Comedy, Crime"
Summer Catch,2001,5.1,PG-13,104,"Comedy, Drama, Romance"
Reign Over Me,2007,7.4,R,124,Drama
Tucker: The Man and His Dream,1988,6.9,PG,110,"Biography, Drama"
Nine Lives,2016,5.3,PG,87,"Comedy, Drama, Family"
The Serpent and the Rainbow,1988,6.5,R,98,"Fantasy, Horror"
The Life of David Gale,2003,7.6,R,130,"Crime, Drama, Thriller"
Astro Boy,2009,6.3,PG,94,"Animation, Action, Comedy"
The Professionals,1966,7.3,PG-13,117,"Action, Adventure, Western"
Igor,2008,6.0,PG,87,"Animation, Comedy, Family"
La Dolce Vita,1960,8.0,Not Rated,174,"Comedy, Drama"
Hero,1992,6.5,PG-13,119,"Comedy, Drama, Romance"
Léon: The Professional,1994,8.5,R,110,"Action, Crime, Drama"
The Eagle,2011,6.2,PG-13,114,"Action, Adventure, Drama"
Timeline,2003,5.7,PG-13,116,"Action, Adventure, Sci-Fi"
Valiant,2005,5.5,G,76,"Animation, Adventure, Comedy"
It Takes Two,1995,5.9,PG,101,"Comedy, Family, Romance"
Friday the 13th Part VI: Jason Lives,1986,6.0,R,86,"Horror, Thriller"
Beautiful Creatures,2013,6.1,PG-13,124,"Drama, Fantasy, Romance"
House,1985,6.2,R,93,"Comedy, Fantasy, Horror"
Wonder Boys,2000,7.3,R,107,"Comedy, Drama"
The Producers,2005,6.3,PG-13,134,"Comedy, Crime, Musical"
Vacancy,2007,6.2,R,85,"Horror, Thriller"
Saving Silverman,2001,5.9,PG-13,90,"Comedy, Crime, Romance"
Runner Runner,2013,5.6,R,88,"Crime, Thriller"
Cursed,2005,5.0,PG-13,97,"Comedy, Horror"
Little Giants,1994,6.4,PG,107,"Comedy, Family, Sport"
Summer of Sam,1999,6.7,R,142,"Crime, Drama, Romance"
Deathtrap,1982,7.0,PG,116,"Comedy, Crime, Mystery"
House Party 2,1991,5.3,R,94,"Comedy, Drama, Music"
Best Defense,1984,3.8,R,94,"Comedy, War"
My Best Friend's Girl,2008,5.9,R,101,"Comedy, Romance"
Beerfest,2006,6.3,R,110,Comedy
Friday the 13th Part VII: The New Blood,1988,5.3,R,88,"Horror, Thriller"
Species II,1998,4.4,R,93,"Action, Horror, Sci-Fi"
Tuck Everlasting,2002,6.6,PG,90,"Drama, Family, Fantasy"
Mother,1996,6.9,PG-13,104,"Comedy, Drama"
Race,2016,7.1,PG-13,134,"Biography, Drama, Sport"
The Four Musketeers: Milady's Revenge,1974,7.0,PG,108,"Adventure, History"
Hart's War,2002,6.3,R,125,"Drama, War"
Johnny Mnemonic,1995,5.7,R,96,"Action, Drama, Sci-Fi"
"I, Frankenstein",2014,5.1,PG-13,92,"Action, Fantasy, Sci-Fi"
Remember Me,2010,7.1,PG-13,113,"Drama, Romance"
Waitress,2007,7.0,PG-13,108,"Comedy, Drama, Romance"
Mommie Dearest,1981,6.7,R,129,"Biography, Drama"
Bed of Roses,1996,6.1,PG,87,"Drama, Romance"
The Impossible,2012,7.6,PG-13,114,"Drama, History, Thriller"
Mortal Thoughts,1991,5.7,R,103,"Mystery, Thriller"
The Boys from Brazil,1978,7.0,R,125,"Drama, Mystery, Thriller"
Beneath the Planet of the Apes,1970,6.1,G,95,"Action, Adventure, Sci-Fi"
Sniper,1993,6.1,R,98,"Action, Thriller, War"
Rollerball,2002,3.1,PG-13,98,"Action, Sci-Fi, Sport"
Unplanned,2019,5.8,R,109,"Biography, Drama"
The Replacement Killers,1998,6.2,R,87,"Action, Crime, Thriller"
Exodus,1960,6.7,Approved,208,"Action, Drama, History"
Two Brothers,2004,7.1,PG,109,"Adventure, Drama, Family"
Haywire,2011,5.8,R,93,"Action, Drama, Thriller"
Cocoon: The Return,1988,5.5,PG,116,"Adventure, Comedy, Mystery"
