Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Contagion,2011,Steven Soderbergh,"Sep 9, 2011",60000000,75658097,137551594
"You, Me and Dupree",2006,Joe Russo,"Jul 14, 2006",54000000,75802010,130402010
"You, Me and Dupree",2006,Anthony Russo,"Jul 14, 2006",54000000,75802010,130402010
We Bought a Zoo,2011,Cameron Crowe,"Dec 23, 2011",50000000,75624550,118729073
2 Guns,2013,Baltasar Kormákur,"Aug 2, 2013",61000000,75612460,132493015
Moneyball,2011,Bennett Miller,"Sep 23, 2011",50000000,75605492,111300835
The Rookie,2002,John Lee Hancock,"Mar 29, 2002",22000000,75600072,80491516
Braveheart,1995,Mel Gibson,"May 24, 1995",72000000,75545647,209045244
Zombieland,2009,Ruben Fleischer,"Oct 2, 2009",23600000,75590286,102236596
Old School,2003,Todd Phillips,"Feb 21, 2003",24000000,75155000,86737464
Any Given Sunday,1999,Oliver Stone,"Dec 22, 1999",60000000,75530832,100230832
The Last of the Mohicans,1992,Michael Mann,"Sep 25, 1992",40000000,75505856,75505856
The Girl on the Train,2016,Tate Taylor,"Oct 5, 2016",45000000,75395035,174278214
The Horse Whisperer,1998,Robert Redford,"May 15, 1998",60000000,75383563,186883563
Ray,2004,Taylor Hackford,"Oct 29, 2004",40000000,75305995,124823094
Coraline,2009,Henry Selick,"Feb 6, 2009",60000000,75286229,126037057
The Exorcism of Emily Rose,2005,Scott Derrickson,"Sep 9, 2005",18000000,75072454,144529078
Eragon,2006,Stefen Fangmeier,"Dec 15, 2006",100000000,75030163,249488115
Star Trek VI: The Undiscovered Country,1991,Nicholas Meyer,"Dec 6, 1991",27000000,74888996,96900000
The Prince of Tides,1991,Barbra Streisand,"Dec 25, 1991",30000000,74787599,74787599
Ben-Hur,1959,William Wyler,"Nov 18, 1959",15000000,73000000,73259017
Ladder 49,2004,Jay Russell,"Oct 1, 2004",60000000,74541707,102332848
Four Brothers,2005,John Singleton,"Aug 12, 2005",30000000,74494381,92494381
No Country for Old Men,2007,Joel Coen,"Nov 9, 2007",25000000,74273505,164035753
No Country for Old Men,2007,Ethan Coen,"Nov 9, 2007",25000000,74273505,164035753
Alien: Covenant,2017,Ridley Scott,"May 4, 2017",97000000,74262031,238521247
Jack and Jill,2011,Dennis Dugan,"Nov 11, 2011",79000000,74158157,150519217
Annabelle Comes Home,2019,Gary Dauberman,"Jun 26, 2019",27000000,74152591,228517113
Sin City,2005,Quentin Tarantino,"Apr 1, 2005",40000000,74103820,158527918
Sin City,2005,Robert Rodriguez,"Apr 1, 2005",40000000,74103820,158527918
Sin City,2005,Frank Miller,"Apr 1, 2005",40000000,74103820,158527918
Along Came a Spider,2001,Lee Tamahori,"Apr 6, 2001",28000000,74058698,105159085
Captain Underpants: The First Epic Movie,2017,David Soren,"Jun 2, 2017",38000000,73921000,126577874
Hugo,2011,Martin Scorsese,"Nov 23, 2011",180000000,73864507,180047784
Christmas with the Kranks,2004,Joe Roth,"Nov 24, 2004",50000000,73701902,96469187
Beetlejuice,1988,Tim Burton,"Mar 30, 1988",15000000,73839613,73887546
Monster House,2006,Gil Kenan,"Jul 21, 2006",75000000,73661010,141267370
Deep Blue Sea,1999,Renny Harlin,"Jul 28, 1999",60000000,73648228,165048228
Law Abiding Citizen,2009,F. Gary Gray,"Oct 16, 2009",53000000,73357727,131159781
Spirit: Stallion of the Cimarron,2002,Lorna Cook,"May 24, 2002",80000000,73215310,106515310
Spirit: Stallion of the Cimarron,2002,Kelly Asbury,"May 24, 2002",80000000,73215310,106515310
Hollow Man,2000,Paul Verhoeven,"Aug 4, 2000",90000000,73209340,191200000
White House Down,2013,Roland Emmerich,"Jun 28, 2013",150000000,73103784,205440387
John Carter,2012,Andrew Stanton,"Mar 7, 2012",263700000,73058679,282778100
Hotel for Dogs,2009,Thor Freudenthal,"Jan 16, 2009",35000000,73178547,122357172
Dinner for Schmucks,2010,Jay Roach,"Jul 30, 2010",69000000,73026337,86796502
The Interpreter,2005,Sydney Pollack,"Apr 22, 2005",90000000,72708161,162753837
Hercules,2014,Brett Ratner,"Jul 23, 2014",100000000,72688614,243388614
Storks,2016,Doug Sweetland,"Sep 22, 2016",70000000,72679278,183353431
Storks,2016,Nicholas Stoller,"Sep 22, 2016",70000000,72679278,183353431
I Know What You Did Last Summer,1997,Jim Gillespie,"Oct 17, 1997",17000000,72250091,125250091
Bridge of Spies,2015,Steven Spielberg,"Oct 14, 2015",40000000,72313754,162498338
Dolphin Tale,2011,Charles Martin Smith,"Sep 23, 2011",37000000,72286779,96068724
Vantage Point,2008,Pete Travis,"Feb 22, 2008",40000000,72266306,150886329
Ace Ventura: Pet Detective,1994,Tom Shadyac,"Feb 4, 1994",12000000,72217396,107217396
A Bad Moms Christmas,2017,Scott Moore,"Nov 1, 2017",28000000,72110659,127710550
A Bad Moms Christmas,2017,Jon Lucas,"Nov 1, 2017",28000000,72110659,127710550
10 Cloverfield Lane,2016,Dan Trachtenberg,"Jan 4, 2016",15000000,72082999,108286422
Get Shorty,1995,Barry Sonnenfeld,"Oct 20, 1995",30250000,72021008,115021008
My Fair Lady,1964,George Cukor,"Oct 22, 1964",17000000,72000000,72071636
1408,2007,Mikael Håfström,"Jun 22, 2007",22500000,71985628,131263370
The Purge: Anarchy,2014,James DeMonaco,"Jul 16, 2014",9000000,71562550,111534881
John Q,2002,Nick Cassavetes,"Feb 15, 2002",36000000,71026631,102226631
Mama,2013,Andy Muschietti,"Jan 17, 2013",15000000,71628180,148095566
Galaxy Quest,1999,Dean Parisot,"Dec 24, 1999",45000000,71423726,90523726
Stargate,1994,Roland Emmerich,"Oct 28, 1994",55000000,71565669,196565669
Bridget Jones's Diary,2001,Sharon Maguire,"Apr 13, 2001",25000000,71500556,281527158
The Bridges of Madison County,1995,Clint Eastwood,"Jun 2, 1995",22000000,71516617,175516617
Chocolat,2000,Lasse Hallström,"Dec 15, 2000",25000000,71309760,152500343
Sideways,2004,Alexander Payne,"Oct 22, 2004",17000000,71502303,109793192
"I Love You, Man",2009,John Hamburg,"Mar 20, 2009",40000000,72013010,92302502
Safe Haven,2013,Lasse Hallström,"Feb 13, 2013",28000000,71399120,94050951
Scary Movie 2,2001,Keenen Ivory Wayans,"Jul 4, 2001",45000000,71277420,141189101
The Spiderwick Chronicles,2008,Mark Waters,"Feb 14, 2008",92500000,71195053,162839667
The Score,2001,Frank Oz,"Jul 13, 2001",68000000,71069884,113542091
Paul Blart: Mall Cop 2,2015,Andy Fickman,"Apr 10, 2015",38000000,71091594,107650646
The Smurfs 2,2013,Raja Gosnell,"Jul 31, 2013",110000000,71017784,348547523
Groundhog Day,1993,Harold Ramis,"Feb 12, 1993",14600000,70906973,70906973
Shallow Hal,2001,Peter Farrelly,"Nov 9, 2001",40000000,70836296,70836296
Shallow Hal,2001,Bobby Farrelly,"Nov 9, 2001",40000000,70836296,70836296
White Chicks,2004,Keenen Ivory Wayans,"Jun 23, 2004",20000000,69148997,111448997
Broken Arrow,1996,John Woo,"Feb 9, 1996",65000000,70645997,148345997
No Strings Attached,2011,Ivan Reitman,"Jan 21, 2011",25000000,70662220,149228078
The Best Man Holiday,2013,Malcolm D. Lee,"Nov 15, 2013",17000000,70525195,72835710
Mortal Kombat,1995,Paul W.S. Anderson,"Aug 18, 1995",20000000,70433227,122133227
JFK,1991,Oliver Stone,"Dec 20, 1991",40000000,70405498,205400000
Shaft,2000,John Singleton,"Jun 16, 2000",53012938,70327868,107190108
Moonraker,1979,Lewis Gilbert,"Jun 29, 1979",31000000,70300000,210300000
World Trade Center,2006,Oliver Stone,"Aug 9, 2006",65000000,70278893,163295654
Rocky Balboa,2006,Sylvester Stallone,"Dec 20, 2006",24000000,70269899,156229050
The Big Short,2015,Adam McKay,"Dec 11, 2015",28000000,70259870,133162752
Fool's Gold,2008,Andy Tennant,"Feb 8, 2008",72500000,70231041,109362966
Big Momma's House 2,2006,John Whitesell,"Jan 27, 2006",40000000,70165972,137047376
Star Trek: Insurrection,1998,Jonathan Frakes,"Dec 11, 1998",70000000,70187658,117800000
The Golden Compass,2007,Chris Weitz,"Dec 7, 2007",205000000,70107728,367262558
Boomerang,1992,Reginald Hudlin,"Jul 1, 1992",42000000,70052444,131052444
Blade,1998,Stephen Norrington,"Aug 21, 1998",45000000,70141876,131237688
Act of Valor,2012,Scott Waugh,"Feb 24, 2012",12000000,70012847,82497035
Act of Valor,2012,Mike McCoy,"Feb 24, 2012",12000000,70012847,82497035
Born on the Fourth of July,1989,Oliver Stone,"Dec 20, 1989",14000000,70001698,70001698
Seven Pounds,2008,Gabriele Muccino,"Dec 19, 2008",54000000,69951824,166617328
Private Benjamin,1980,Howard Zieff,"Oct 10, 1980",15000000,69847348,69847348
Swordfish,2001,Dominic Sena,"Jun 8, 2001",80000000,69772969,147080413
The Best Little Whorehouse in Texas,1982,Colin Higgins,"Jul 23, 1982",20500000,69701637,69701637
The Kid,2000,Jon Turteltaub,"Jul 7, 2000",65000000,69688384,69688384
The First Purge,2018,Gerard McMurray,"Jul 4, 2018",13000000,69488745,137054597
The Thomas Crown Affair,1999,John McTiernan,"Aug 6, 1999",48000000,69304264,124304264
Vertical Limit,2000,Martin Campbell,"Dec 8, 2000",75000000,68473360,213500000
Game Night,2018,Jonathan Goldstein,"Feb 23, 2018",37000000,69179066,117378084
Game Night,2018,John Francis Daley,"Feb 23, 2018",37000000,69179066,117378084
Good Boys,2019,Gene Stupnitsky,"Aug 14, 2019",20000000,83140306,111156801
Guess Who,2005,Kevin Rodney Sullivan,"Mar 25, 2005",35000000,68915888,102115888
Cool Runnings,1993,Jon Turteltaub,"Oct 1, 1993",14000000,68856263,155008909
Witness,1985,Peter Weir,"Feb 8, 1985",12000000,65532576,65532576
Sahara,2005,Breck Eisner,"Apr 8, 2005",145000000,68671925,121671925
Book Club,2018,Bill Holderman,"May 18, 2018",10000000,68566296,91328463
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,"Aug 7, 2013",90000000,68559554,200859554
Road Trip,2000,Todd Phillips,"May 19, 2000",16000000,68525609,119739110
Blue Streak,1999,Les Mayfield,"Sep 17, 1999",36000000,68208190,117448157
Skyscraper,2018,Rawson Marshall Thurber,"Jul 5, 2018",125000000,68420120,304868961
Obsessed,2009,Steve Shill,"Apr 24, 2009",20000000,68261644,73964713
Octopussy,1983,John Glen,"Jun 10, 1983",27500000,67900000,187500000
Outbreak,1995,Wolfgang Petersen,"Mar 10, 1995",50000000,67823573,190023573
War Room,2015,Alex Kendrick,"Aug 27, 2015",3000000,67790117,73986904
Insidious: The Last Key,2018,Adam Robitel,"Jan 3, 2018",10000000,67745330,172811971
The Tourist,2010,Florian Henckel von Donnersmarck,"Dec 10, 2010",100000000,67631157,278731369
Holes,2003,Andrew Davis,"Apr 18, 2003",20000000,67383924,71232214
Instant Family,2018,Sean Anders,"Nov 16, 2018",48000000,67363237,119736188
Insomnia,2002,Christopher Nolan,"May 24, 2002",46000000,67263182,113622499
A Good Day to Die Hard,2013,John Moore,"Feb 6, 2013",92000000,67349198,304249198
Role Models,2008,David Wain,"Nov 7, 2008",28000000,67300955,94500826
Hidalgo,2004,Joe Johnston,"Mar 5, 2004",78000000,67286731,108086731
Lights Out,2016,David F. Sandberg,"Jul 21, 2016",5000000,67268835,148806510
Coach Carter,2005,Thomas Carter,"Jan 14, 2005",45000000,67264877,76665507
Hacksaw Ridge,2016,Mel Gibson,"Nov 3, 2016",40000000,67209615,168904682
Coal Miner's Daughter,1980,Michael Apted,"Mar 7, 1980",15000000,67182787,67182787
Race to Witch Mountain,2009,Andy Fickman,"Mar 13, 2009",50000000,67172595,105103784
Angel Has Fallen,2019,Ric Roman Waugh,"Aug 22, 2019",40000000,69030436,133365452
Dante's Peak,1997,Roger Donaldson,"Feb 7, 1997",115000000,67163857,178200000
The Bounty Hunter,2010,Andy Tennant,"Mar 19, 2010",45000000,67061228,135808837
102 Dalmatians,2000,Kevin Lima,"Nov 22, 2000",85000000,66941559,66941559
Kangaroo Jack,2003,David McNally,"Jan 17, 2003",60000000,66723216,90558582
End of Days,1999,Peter Hyams,"Nov 24, 1999",100000000,66889043,212026975
Changing Lanes,2002,Roger Michell,"Apr 12, 2002",45000000,66790248,66790248
The Mexican,2001,Gore Verbinski,"Mar 2, 2001",40000000,66808615,145238250
The Godfather: Part III,1990,Francis Ford Coppola,"Dec 25, 1990",54000000,66520529,66520529
Charlie Wilson's War,2007,Mike Nichols,"Dec 21, 2007",75000000,66661095,119512771
The Forgotten,2004,Joseph Ruben,"Sep 24, 2004",50000000,66711892,117211892
Legends of the Fall,1994,Edward Zwick,"Dec 23, 1994",30000000,66502573,160502573
Babe,1995,Chris Noonan,"Aug 4, 1995",30000000,63658910,246100000
Contraband,2012,Baltasar Kormákur,"Jan 13, 2012",25000000,66528000,98406855
The Bone Collector,1999,Phillip Noyce,"Nov 5, 1999",48000000,66488090,151463090
Looper,2012,Rian Johnson,"Sep 27, 2012",30000000,66486205,170466405
The Final Destination,2009,David R. Ellis,"Aug 28, 2009",40000000,66477700,187384627
The League of Extraordinary Gentlemen,2003,Stephen Norrington,"Jul 11, 2003",78000000,66465204,179265204
Finding Forrester,2000,Gus Van Sant,"Dec 19, 2000",43000000,51768623,80013623
Bowfinger,1999,Frank Oz,"Aug 13, 1999",55000000,66458769,98699769
Warm Bodies,2013,Jonathan Levine,"Jan 31, 2013",30000000,66380662,115121608
Big Fish,2003,Tim Burton,"Dec 10, 2003",70000000,66432867,123954323
Magic Mike XXL,2015,Gregory Jacobs,"Jul 1, 2015",14500000,66013057,123660597
The Manchurian Candidate,2004,Jonathan Demme,"Jul 30, 2004",80000000,65948711,96148711
Anaconda,1997,Luis Llosa,"Apr 11, 1997",45000000,65598907,136998907
Bad Boys,1995,Michael Bay,"Apr 7, 1995",23000000,65647413,141247413
Ever After: A Cinderella Story,1998,Andy Tennant,"Jul 31, 1998",26000000,65705772,65705772
Deuce Bigalow: Male Gigolo,1999,Mike Mitchell,"Dec 10, 1999",18000000,65535067,92935067
The Taking of Pelham 123,2009,Tony Scott,"Jun 12, 2009",110000000,65452312,152364370
Battleship,2012,Peter Berg,"Apr 11, 2012",220000000,65233400,313477717
Step Up,2006,Anne Fletcher,"Aug 11, 2006",12000000,65328121,110989157
The Amityville Horror,2005,Andrew Douglas,"Apr 15, 2005",18500000,65233369,109175673
Lethal Weapon,1987,Richard Donner,"Mar 6, 1987",15000000,65192350,120192350
The Visit,2015,M. Night Shyamalan,"Sep 10, 2015",5000000,65206105,98677816
Jack the Giant Slayer,2013,Bryan Singer,"Feb 27, 2013",195000000,65187603,197687603
Think Like a Man Too,2014,Tim Story,"Jun 18, 2014",24000000,65028687,70027933
Barbershop 2: Back in Business,2004,Kevin Rodney Sullivan,"Feb 6, 2004",18000000,65070412,65842412
Now You See Me 2,2016,Jon M. Chu,"May 27, 2016",90000000,65075540,328325007
About Schmidt,2002,Alexander Payne,"Dec 13, 2002",30000000,65005217,107054484
Exodus: Gods and Kings,2014,Ridley Scott,"Dec 5, 2014",140000000,65014513,268314513
Wolf,1994,Mike Nichols,"Jun 17, 1994",70000000,65011757,131011757
Friday the 13th,2009,Marcus Nispel,"Feb 13, 2009",17000000,65002019,92670237
Pitch Perfect,2012,Jason Moore,"Sep 28, 2012",17000000,65001093,116044347
The American President,1995,Rob Reiner,"Nov 17, 1995",62000000,60022813,107822813
Stuart Little 2,2002,Rob Minkoff,"Jul 19, 2002",120000000,64956806,166000000
Mirror Mirror,2012,Tarsem Singh,"Mar 15, 2012",85000000,64935167,173613482
Flushed Away,2006,Sam Fell,"Nov 3, 2006",149000000,64665672,179357126
Flushed Away,2006,David Bowers,"Nov 3, 2006",149000000,64665672,179357126
L.A. Confidential,1997,Curtis Hanson,"Sep 19, 1997",35000000,64604977,126204977
Chronicle,2012,Josh Trank,"Feb 2, 2012",12000000,64575175,123681790
The Happening,2008,M. Night Shyamalan,"Jun 13, 2008",60000000,64506874,162778384
The Purge,2013,James DeMonaco,"Jun 7, 2013",3000000,64473115,91266581
The Wedding Ringer,2015,Jeremy Garelick,"Jan 16, 2015",23000000,64460211,80171596
Miracle,2004,Gavin O'Connor,"Feb 6, 2004",28000000,64378093,64474705
The Nut Job,2014,Peter Lepeniotis,"Jan 17, 2014",30000000,64251538,122529966
Down to Earth,2001,Paul Weitz,"Feb 16, 2001",30000000,64172251,71172251
Down to Earth,2001,Chris Weitz,"Feb 16, 2001",30000000,64172251,71172251
17 Again,2009,Burr Steers,"Apr 17, 2009",40000000,64167069,139474906
Ice Age: Collision Course,2016,Galen T. Chu,"Jul 1, 2016",105000000,64063008,402156682
Ice Age: Collision Course,2016,Mike Thurmeier,"Jul 1, 2016",105000000,64063008,402156682
Happy Feet Two,2011,David Peers,"Nov 18, 2011",135000000,64006466,157956466
Happy Feet Two,2011,Gary Eck,"Nov 18, 2011",135000000,64006466,157956466
Happy Feet Two,2011,George Miller,"Nov 18, 2011",135000000,64006466,157956466
Diary of a Wimpy Kid,2010,Thor Freudenthal,"Mar 19, 2010",15000000,64003625,76954311
Sky High,2005,Mike Mitchell,"Jul 29, 2005",35000000,63939454,83109359
Last Vegas,2013,Jon Turteltaub,"Jan 28, 2013",28000000,63914167,112914167
Mona Lisa Smile,2003,Mike Newell,"Dec 19, 2003",65000000,63803100,141205169
The Shape of Water,2017,Guillermo del Toro,"Dec 1, 2017",19500000,63859435,195790794
Life,1999,Ted Demme,"Apr 16, 1999",75000000,64062587,73521587
Unknown,2011,Jaume Collet-Serra,"Feb 18, 2011",40000000,63686397,136123083
Thunderball,1965,Terence Young,"Dec 29, 1965",9000000,63600000,141200000
The Fifth Element,1997,Luc Besson,"May 9, 1997",95000000,63570862,263898761
Hope Springs,2012,David Frankel,"Aug 8, 2012",30000000,63536011,133085295
Miami Vice,2006,Michael Mann,"Jul 28, 2006",135000000,63478838,163818556
The Time Traveler's Wife,2009,Robert Schwentke,"Aug 14, 2009",39000000,63414846,102332135
She's All That,1999,Robert Iscove,"Jan 29, 1999",10000000,63465522,63465522
Saw IV,2007,Darren Lynn Bousman,"Oct 26, 2007",10000000,63300095,135759694
Madea's Family Reunion,2006,Tyler Perry,"Feb 24, 2006",10000000,63257940,63320521
The Holiday,2006,Nancy Meyers,"Dec 8, 2006",85000000,63280000,205190324
Forgetting Sarah Marshall,2008,Nicholas Stoller,"Apr 18, 2008",30000000,63172463,105173042
The Sorcerer's Apprentice,2010,Jon Turteltaub,"Jul 14, 2010",160000000,63150991,217986320
A Nightmare on Elm Street,2010,Samuel Bayer,"Apr 30, 2010",35000000,63075011,117729621
Beavis and Butt-Head Do America,1996,Yvette Kaplan,"Dec 20, 1996",12000000,63118386,63118386
Beavis and Butt-Head Do America,1996,Brian Mulroney,"Dec 20, 1996",12000000,63118386,63118386
Beavis and Butt-Head Do America,1996,Mike de Seve,"Dec 20, 1996",12000000,63118386,63118386
Beavis and Butt-Head Do America,1996,Mike Judge,"Dec 20, 1996",12000000,63118386,63118386
The Boss,2016,Ben Falcone,"Apr 7, 2016",29000000,63077560,78652207
The Last Song,2010,Julie Anne Robinson,"Mar 31, 2010",20000000,62950384,92678948
Scary Stories to Tell in the Dark,2019,André Øvredal,"Aug 8, 2019",28000000,68947075,95607360
London Has Fallen,2016,Babak Najafi,"Mar 2, 2016",60000000,62524260,195194085
Jarhead,2005,Sam Mendes,"Nov 4, 2005",72000000,62647540,96947540
Black Mass,2015,Scott Cooper,"Sep 17, 2015",53000000,62575678,98837872
The Crying Game,1992,Neil Jordan,"Nov 25, 1992",4000000,62546695,62546695
The Fast and the Furious: Tokyo Drift,2006,Justin Lin,"Jun 16, 2006",85000000,62615510,157794205
The Adjustment Bureau,2011,George Nolfi,"Mar 4, 2011",50200000,62495645,126931325
Underworld: Evolution,2006,Len Wiseman,"Jan 20, 2006",45000000,62318875,113417762
For Your Eyes Only,1981,John Glen,"Jun 26, 1981",28000000,54800000,195300000
Terminator: Dark Fate,2019,Tim Miller,"Oct 25, 2019",185000000,62253077,250372367
Bewitched,2005,Nora Ephron,"Jun 24, 2005",80000000,63313159,131159306
Splash,1984,Ron Howard,"Mar 9, 1984",8000000,62599495,62599495
The Wolfman,2010,Joe Johnston,"Feb 12, 2010",150000000,62189884,142634358
Ender's Game,2013,Gavin Hood,"Oct 25, 2013",110000000,61737191,127983283
A Beautiful Day in the Neighborhood,2019,Marielle Heller,"Nov 22, 2019",45000000,61696436,67789151
Patton,1970,Franklin J. Schaffner,"Jan 1, 1970",12000000,62500000,62500000
Miracles from Heaven,2016,Patricia Riggen,"Mar 16, 2016",13000000,61705123,73798736
Cinderella Man,2005,Ron Howard,"Jun 3, 2005",88000000,61649911,105021488
Flatliners,1990,Joel Schumacher,"Aug 10, 1990",26000000,61308153,61308153
Deepwater Horizon,2016,Peter Berg,"Sep 29, 2016",156000000,61433527,122603824
Stomp the Yard,2007,Sylvain White,"Jan 12, 2007",14000000,61356221,75525718
The Saint,1997,Phillip Noyce,"Apr 4, 1997",90000000,61363304,169400000
Rules of Engagement,2000,William Friedkin,"Apr 7, 2000",60000000,61322858,71719931
The Cell,2000,Tarsem Singh,"Aug 18, 2000",35000000,61280963,85911226
Friday Night Lights,2004,Peter Berg,"Oct 8, 2004",30000000,61255921,61950770
The Shaggy Dog,2006,Brian Robbins,"Mar 10, 2006",60000000,61123569,87123569
Prisoners,2013,Denis Villeneuve,"Sep 19, 2013",46000000,61002302,113402302
Get Him to the Greek,2010,Nicholas Stoller,"Jun 4, 2010",40000000,61153526,92994927
Mission to Mars,2000,Brian De Palma,"Mar 10, 2000",90000000,60874615,106000000
Harlem Nights,1989,Eddie Murphy,"Nov 17, 1989",30000000,60857262,95857262
