title,studio,domestic_gross,foreign_gross,year
Rings,Paramount,27800000.0,55300000,2017
A Taxi Driver,Well Go USA Inc.,1500000.0,80100000,2017
Underworld: Blood Wars,Screen Gems,30400000.0,50700000,2017
Lady Bird,A24,49000000.0,30000000,2017
American Assassin,Lionsgate,36200000.0,31000000,2017
Victoria and Abdul,Focus Features,22200000.0,43200000,2017
The Nut Job 2: Nutty by Nature,Open Road Films,28400000.0,36800000,2017
Monster Trucks,Paramount,33400000.0,31100000,2017
The Mountain Between Us,Fox,30300000.0,32500000,2017
The Star,Sony,40900000.0,22000000,2017
How to be a Latin Lover,Pantelion Films,32100000.0,29700000,2017
"Everything, Everything",WB,34100000.0,27500000,2017
Snatched,Fox,45900000.0,15000000,2017
My Little Pony: The Movie,Lionsgate,21900000.0,38400000,2017
Molly's Game,STX,28800000.0,30500000,2017
All the Money in the World,Sony Pictures,25100000.0,31900000,2017
The Big Sick,Lionsgate,42900000.0,13500000,2017
Confidential Assignment,CJ Entertainment,476000.0,55500000,2017
Downsizing,Paramount,24400000.0,30600000,2017
"I, Tonya",Neon,30000000.0,23900000,2017
Logan Lucky,Bleecker Street,27800000.0,20700000,2017
Tyler Perry's Boo 2! A Madea Halloween,Lionsgate,47300000.0,1000000,2017
Phantom Thread,Focus Features,21200000.0,26600000,2017
Rough Night,Sony,22100000.0,25200000,2017
The Battleship Island,CJ Entertainment,1100000.0,45000000,2017
Flatliners (2017),Sony,16900000.0,28300000,2017
All Eyez on Me,Lionsgate/Summit Entertainment,44900000.0,,2017
mother!,Paramount,17800000.0,26700000,2017
47 Meters Down,Entertainment Studios Motion Pictures,44300000.0,,2017
The Snowman,Universal,6700000.0,36400000,2017
Gifted,Fox Searchlight,24800000.0,18200000,2017
Call Me by Your Name,Sony Pictures Classics,18100000.0,23800000,2017
T2: Trainspotting,Sony Pictures,2400000.0,39300000,2017
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000,2017
Wind River,Weinstein Company,33800000.0,,2017
Sleepless,Open Road Films,20800000.0,12100000,2017
The Disaster Artist,A24,21100000.0,8700000,2017
Hostiles,Entertainment Studios Motion Pictures,29800000.0,,2017
The Beguiled (2017),Focus Features,10700000.0,16700000,2017
Home Again,Open Road Films,27000000.0,,2017
Judwaa 2,Fox Star Studios,1400000.0,25500000,2017
CHiPs,WB,18600000.0,8199999,2017
The Bye Bye Man,STX,22400000.0,4300000,2017
A Cure for Wellness,Fox,8100000.0,18500000,2017
The Zookeeper's Wife,Focus Features,17600000.0,8600000,2017
Only The Brave,Sony,18300000.0,7400000,2017
Father Figures,WB,17500000.0,8100000,2017
Badrinath Ki Dulhania,Fox Star Studios,2000000.0,23200000,2017
Born in China,Buena Vista,13900000.0,11200000,2017
The Founder,Weinstein Company,12800000.0,11300000,2017
Jolly Llb 2,Fox Star Studios,1700000.0,21300000,2017
The Glass Castle,Lionsgate,17300000.0,4600000,2017
The Circle (2017),STX,20500000.0,,2017
It Comes At Night,A24,14000000.0,5300000,2017
The Lost City of Z,Bleecker Street,8600000.0,10700000,2017
Unforgettable (2017),WB,11400000.0,6400000,2017
The Case for Christ,Pure Flix,14700000.0,3000000,2017
Detroit,Annapurna,16800000.0,,2017
Wonder Wheel,Amazon,1400000.0,14500000,2017
Gold,Weinstein Company,7200000.0,7700000,2017
The Space Between Us,STX,7900000.0,6900000,2017
Wish Upon,Big Green Pictures,14300000.0,,2017
A United Kingdom,Fox Searchlight,3900000.0,9900000,2017
"Roman J. Israel, Esq.",Sony,12000000.0,1100000,2017
Mubarakan,Sony,759000.0,12100000,2017
Battle of the Sexes,Fox Searchlight,12600000.0,,2017
The Promise (2017),Open Road Films,8199999.0,4200000,2017
Before I Fall,Open Road Films,12200000.0,,2017
Thank You for Your Service (2017),Universal,9500000.0,,2017
Rock Dog,Lionsgate/Summit Entertainment,9400000.0,,2017
My Cousin Rachel,Fox Searchlight,2700000.0,6500000,2017
Truman,FilmRise,211000.0,8800000,2017
Stronger,Roadside Attractions,4200000.0,4200000,2017
Tulip Fever,Weinstein Company,2500000.0,5900000,2017
Viceroy's House,IFC Films,1100000.0,6700000,2017
Amityville: The Awakening,Wein/Dimension,700.0,7700000,2017
Just Getting Started,Big Green Pictures,6100000.0,1600000,2017
Beatriz At Dinner,Roadside Attractions,7100000.0,310000,2017
I am Not Your Negro,Magnolia Pictures,7100000.0,,2017
The Red Turtle,Sony Pictures Classics,922000.0,5700000,2017
From the Land of the Moon,IFC Films,47700.0,6500000,2017
Maudie,Sony Pictures Classics,6200000.0,,2017
The Florida Project,A24,5900000.0,,2017
Suburbicon,Paramount,5800000.0,,2017
The Man Who Invented Christmas,Bleecker Street,5700000.0,,2017
Paris Can Wait,Sony Pictures Classics,5600000.0,,2017
Phillauri,Fox Star Studios,468000.0,5000000,2017
Ok Jaanu,Fox Star Studios,356000.0,5000000,2017
An Inconvenient Sequel: Truth to Power,Paramount,3500000.0,1900000,2017
Table 19,Fox Searchlight,3600000.0,1400000,2017
Collide,Open Road Films,2300000.0,2500000,2017
The Wall,Roadside Attractions,1800000.0,2700000,2017
Mark Felt: The Man Who Brought Down the White House,Sony Pictures Classics,769000.0,3600000,2017
Terminator 2: Judgment Day 3D,Mars Distribution,1000000.0,2900000,2017
Brad's Status,Annapurna,2100000.0,1700000,2017
Friend Request,Entertainment Studios Motion Pictures,3800000.0,,2017
Their Finest,STX,3600000.0,,2017
Wonderstruck,Roadside Attractions,1100000.0,2200000,2017
The Leisure Seeker,Sony Pictures Classics,3200000.0,,2017
Raw (2017),Focus World,515000.0,2600000,2017
Colossal,Neon,3000000.0,,2017
A Gentleman,Fox Star Studios,410000.0,2500000,2017
Kedi,Oscilloscope Laboratories,2800000.0,,2017
The Only Living Boy in New York,Roadside Attractions,624000.0,1900000,2017
Hazlo Como Hombre (Do It Like An Hombre),Pantelion Films,2500000.0,,2017
Poster Boys,Sony,97000.0,2400000,2017
The Salesman,Cohen Media Group,2400000.0,,2017
Pokemon the Movie: I Choose You!,Fathom Events,2400000.0,,2017
Jeepers Creepers 3,Screen Media Films,2300000.0,,2017
Un Padre No Tan Padre,Pantelion Films,2200000.0,,2017
Good Time,A24,2000000.0,,2017
Everybody Loves Somebody,Pantelion Films,1900000.0,,2017
Along with the Gods: The Two Worlds,Well Go USA Inc.,1900000.0,,2017
Youth (2017),CL Western Town,1900000.0,,2017
Last Flag Flying,Lionsgate,965000.0,904000,2017
A Quiet Passion,MBox,1900000.0,,2017
Free Fire,A24,1800000.0,,2017
The Last Word,Bleecker Street,1800000.0,,2017
Human Flow,Magnolia Pictures,528000.0,1300000,2017
A Ghost Story,A24,1600000.0,,2017
The Square,Magnolia Pictures,1500000.0,,2017
Patti Cake$,Fox Searchlight,800000.0,682000,2017
The Wedding Plan,Roadside Attractions,1400000.0,,2017
Personal Shopper,IFC Films,1300000.0,,2017
Churchill,Cohen Media Group,1300000.0,,2017
The Sense of an Ending,CBS,1300000.0,,2017
3 Idiotas,Pantelion Films,1200000.0,,2017
Lady Macbeth,Roadside Attractions,1100000.0,,2017
Film Stars Don't Die in Liverpool,Sony Pictures Classics,1000000.0,,2017
Lucky (2017),Magnolia Pictures,956000.0,,2017
Faces Places,Cohen Media Group,954000.0,,2017
Tubelight,Yash Raj Films,930000.0,,2017
Frantz,MBox,881000.0,,2017
BOMBSHELL: The Hedy Lamarr Story,Zeit.,820000.0,,2017
Buena Vista Social Club: Adios,Big Green Pictures,123000.0,578000,2017
Titanic (20th Anniversary),Paramount,692000.0,,2017
Lost in Paris,Oscilloscope Laboratories,692000.0,,2017
Shubh Mangal Saavdhan,Eros International,690000.0,,2017
The Midwife,MBox,604000.0,,2017
3 Generations,Weinstein Company,156000.0,375000,2017
Our President,CJ Entertainment,507000.0,,2017
Letters from Baghdad,Vitagraph Films,360000.0,143000,2017
Breathe (2017),Bleecker Street,490000.0,,2017
Song to Song,Big Green Pictures,444000.0,,2017
Tom of Finland,Kino Lorber,378000.0,,2017
The Breadwinner,GKIDS Films,312000.0,,2017
My Life as a Zucchini,GKIDS Films,310000.0,,2017
Happy End,Sony Pictures Classics,302000.0,,2017
After the Storm,Film Movement,272000.0,,2017
Wakefield,IFC Films,263000.0,,2017
"I, Daniel Blake",IFC Films,260000.0,,2017
Cezanne et moi,Magnolia Pictures,258000.0,,2017
The Fortress,CJ Entertainment,253000.0,,2017
The Swindlers,Well Go USA Inc.,242000.0,,2017
City of Ghosts,IFC Films,128000.0,100000,2017
The Prison,Well Go USA Inc.,207000.0,,2017
The Other Side of Hope,Janus Films,184000.0,,2017
Marjorie Prime,FilmRise,181000.0,,2017
Graduation,IFC Films,176000.0,,2017
David Lynch: The Art Life,Janus Films,171000.0,,2017
13 Minutes,Sony Pictures Classics,162000.0,,2017
The Journey,IFC Films,155000.0,,2017
The Void,Screen Media Films,151000.0,,2017
Blade of the Immortal,Magnolia Pictures,151000.0,,2017
Thelma,The Orchard,147000.0,,2017
BPM (Beats Per Minute),The Orchard,125000.0,,2017
Explosion,CL Western Town,123000.0,,2017
The King's Choice,MGM,113000.0,,2017
Slack Bay,Kino Lorber,113000.0,,2017
Like Crazy (2017),Strand,107000.0,,2017
Fabricated City,CJ Entertainment,105000.0,,2017
The Lure,Janus Films,102000.0,,2017
Score: A Film Music Documentary,Gravitas Ventures,101000.0,,2017
Munna Michael,Eros International,99600.0,,2017
The Mayor,Well Go USA Inc.,96800.0,,2017
Memoir of a Murderer,Well Go USA Inc.,91300.0,,2017
The King's Case Note,CJ Entertainment,91000.0,,2017
Warriors of the Dawn,Fox Star Studios,84500.0,,2017
The Nile Hilton Incident,Strand,81100.0,,2017
Pop Aye,Kino Lorber,78000.0,,2017
I Can Speak,CJ Entertainment,63200.0,,2017
The Ornithologist,Strand,50500.0,,2017
Napping Princess,GKIDS Films,48200.0,,2017
Twenty Two,CL Western Town,46800.0,,2017
Bluebeard,Well Go USA Inc.,43100.0,,2017
One Week and a Day,Oscilloscope Laboratories,41600.0,,2017
The Commune,Magnolia Pictures,38700.0,,2017
A Woman's Life,Kino Lorber,37600.0,,2017
Afterimage,Film Movement,33400.0,,2017
Alone in Berlin,IFC Films,33100.0,,2017
The Villainess,Well Go USA Inc.,27700.0,,2017
The Daughter,Kino Lorber,26400.0,,2017
My Scientology Movie,Magnolia Pictures,22900.0,,2017
The Girl Without Hands,GKIDS Films,21800.0,,2017
RV: Resurrected Victims,Well Go USA Inc.,20400.0,,2017
Better Watch Out,Well Go USA Inc.,20400.0,,2017
Glory (2017),Film Movement,18400.0,,2017
Porto,Kino Lorber,15100.0,,2017
Brotherhood of Blades 2: The Infernal Battlefield,Well Go USA Inc.,14200.0,,2017
Abracadabra,Sony,14000.0,,2017
Blind,Vertical Entertainment,12500.0,,2017
Felicite,Strand,12400.0,,2017
Dead Awake (2017),FilmRise,11500.0,,2017
The Country Doctor,Mars Distribution,8500.0,,2017
Overdrive,Vertical Entertainment,7800.0,,2017
Suntan,Strand,6600.0,,2017
Trespass Against Us,A24,5700.0,,2017
The Ardennes,Film Movement,5600.0,,2017
Oro,Sony,5500.0,,2017
Singularity,Vertical Entertainment,4200.0,,2017
Max & Leon,Mars Distribution,500.0,,2017
2:22,Magnolia Pictures,400.0,,2017
Avengers: Infinity War,Buena Vista,678800000.0,"1,369.5",2018
Black Panther,Buena Vista,700100000.0,646900000,2018
Jurassic World: Fallen Kingdom,Universal,417700000.0,891800000,2018
Incredibles 2,Buena Vista,608600000.0,634200000,2018
Aquaman,WB,335100000.0,812700000,2018
Bohemian Rhapsody,Fox,216400000.0,687200000,2018
Venom (2018),Sony,213500000.0,641500000,2018
Mission: Impossible - Fallout,Paramount,220200000.0,571000000,2018
Deadpool 2,Fox,318500000.0,460500000,2018
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018
Ant-Man and the Wasp,Buena Vista,216600000.0,406000000,2018
Ready Player One,WB,137700000.0,445200000,2018
Operation Red Sea,Well Go USA Inc.,1500000.0,577700000,2018
Detective Chinatown 2,WB,2000000.0,542100000,2018
The Meg,WB,145400000.0,384800000,2018
Ralph Breaks the Internet,Buena Vista,201100000.0,328100000,2018
Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000,2018
Dr. Seuss' The Grinch (2018),Universal,270600000.0,241000000,2018
Bumblebee,Paramount,127200000.0,340800000,2018
A Star is Born (2018),WB,215300000.0,218900000,2018
Mamma Mia! Here We Go Again,Universal,120600000.0,274400000,2018
Solo: A Star Wars Story,Buena Vista,213800000.0,179200000,2018
Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000,2018
Fifty Shades Freed,Universal,100400000.0,271500000,2018
Monster Hunt 2,Lionsgate,706000.0,361000000,2018
Peter Rabbit,Sony,115300000.0,236000000,2018
Mary Poppins Returns,Buena Vista,172000000.0,177600000,2018
A Quiet Place,Paramount,188000000.0,152900000,2018
Green Book,Universal,85100000.0,234700000,2018
Skyscraper,Universal,68400000.0,236400000,2018
Ocean's 8,WB,140200000.0,157500000,2018
Pacific Rim Uprising,Universal,59900000.0,231100000,2018
Maze Runner: The Death Cure,Fox,58000000.0,230200000,2018
Tomb Raider,WB,58300000.0,216400000,2018
Halloween (2018),Universal,159300000.0,96100000,2018
Crazy Rich Asians,WB,174500000.0,64000000,2018
Paddington 2,WB,40900000.0,186400000,2018
Smallfoot,WB,83200000.0,130900000,2018
Disney's Christopher Robin,Buena Vista,99200000.0,98500000,2018
The Equalizer 2,Sony,102100000.0,88300000,2018
The Nutcracker and the Four Realms,Buena Vista,54900000.0,119100000,2018
The Mule,WB,103800000.0,68700000,2018
Insidious: The Last Key,Universal,67700000.0,100100000,2018
The Predator (2018),Fox,51000000.0,109500000,2018
Johnny English Strikes Again,Universal,4400000.0,154500000,2018
Red Sparrow,Fox,46900000.0,104700000,2018
The First Purge,Universal,69500000.0,67500000,2018
A Wrinkle in Time,Buena Vista,100500000.0,32200000,2018
The House With A Clock In Its Walls,Universal,68500000.0,62900000,2018
Instant Family,Paramount,67400000.0,53200000,2018
The Commuter,Lionsgate,36300000.0,83600000,2018
The Monkey King 3,Well Go USA Inc.,187000.0,114900000,2018
First Man,Universal,44900000.0,60800000,2018
Night School (2018),Universal,77300000.0,25800000,2018
A Simple Favor,Lionsgate,53500000.0,44100000,2018
The Favourite,Fox Searchlight,34400000.0,61600000,2018
Truth or Dare,Universal,41400000.0,53900000,2018
I Feel Pretty,STX,48800000.0,45700000,2018
Blockers,Universal,60300000.0,33700000,2018
Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000,2018
BlacKkKlansman,Focus Features,49300000.0,44000000,2018
Overboard (2018),Pantelion Films,50300000.0,40900000,2018
Sherlock Gnomes,Paramount,43200000.0,47100000,2018
Robin Hood (2018),Lionsgate/Summit Entertainment,30800000.0,54000000,2018
Mortal Engines,Universal,16000000.0,67700000,2018
How Long Will I Love U,Well Go USA Inc.,747000.0,82100000,2018
Den of Thieves,STX,44900000.0,35600000,2018
Hereditary,A24,44100000.0,35300000,2018
Vice,Annapurna,47800000.0,28200000,2018
Widows,Fox,42400000.0,33600000,2018
Sicario: Day of the Soldado,Sony,50100000.0,25800000,2018
Searching,Screen Gems,26000000.0,49400000,2018
The Spy Who Dumped Me,Lionsgate,33600000.0,41800000,2018
Second Act,STX,39300000.0,33000000,2018
Sanju,Fox Star Studios,7900000.0,63600000,2018
Book Club,Paramount,68600000.0,,2018
12 Strong,WB,45800000.0,21600000,2018
"Love, Simon",Fox,40800000.0,25500000,2018
Mile 22,STX,36100000.0,30200000,2018
Isle Of Dogs,Fox Searchlight,32000000.0,32200000,2018
Adrift,STX,31400000.0,28500000,2018
The 15:17 to Paris,WB,36300000.0,20800000,2018
Early Man,Lionsgate,8300000.0,46400000,2018
Peppermint,STX,35400000.0,18400000,2018
Teen Titans Go! To The Movies,WB,29800000.0,22300000,2018
Slender Man,Screen Gems,30600000.0,21200000,2018
Breaking In (2018),Universal,46800000.0,4600000,2018
Once Upon a Deadpool,Fox,6100000.0,44400000,2018
The Son of Bigfoot,Viacom18 Motion Pictures,289000.0,46800000,2018
Uncle Drew,Lionsgate/Summit Entertainment,42500000.0,4200000,2018
Tyler Perry's Acrimony,Lionsgate,43500000.0,2900000,2018
Mary Queen of Scots,Focus Features,16500000.0,29900000,2018
The Possession of Hannah Grace,Screen Gems,14800000.0,28200000,2018
Overlord,Paramount,21700000.0,20000000,2018
The Darkest Minds,Fox,12700000.0,28400000,2018
Holmes and Watson,Sony,30600000.0,9900000,2018
On the Basis of Sex,Focus Features,24600000.0,13600000,2018
Namiya,CL Western Town,70800.0,35300000,2018
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000,2018
The Hate U Give,Fox,29700000.0,5200000,2018
Nobody's Fool,Paramount,31700000.0,1800000,2018
Bad Times At The El Royale,Fox,17800000.0,14000000,2018
Baaghi 2,Fox Star Studios,1300000.0,29900000,2018
The Happytime Murders,STX,20700000.0,6800000,2018
Pad Man,Sony,1700000.0,25600000,2018
Monster Family,Viacom18 Motion Pictures,127000.0,26300000,2018
Winchester,Lionsgate,25100000.0,,2018
The Death of Stalin,IFC Films,8000000.0,16600000,2018
Padmaavat,Viacom18 Motion Pictures,11800000.0,11100000,2018
Proud Mary,Screen Gems,20900000.0,876000,2018
Superfly,Sony,20500000.0,236000,2018
If Beale Street Could Talk,Annapurna,14900000.0,5700000,2018
Detective K: Secret of the Living Dead,Well Go USA Inc.,104000.0,18500000,2018
The Wife,Sony Pictures Classics,9600000.0,8600000,2018
Hell Fest,Lionsgate,11100000.0,7100000,2018
Chappaquiddick,Entertainment Studios Motion Pictures,17400000.0,591000,2018
They Shall Not Grow Old,WB,18000000.0,,2018
Free Solo,National Geographic Entertainment,17500000.0,,2018
The Children Act,A24,548000.0,17000000,2018
Beautiful Boy (2018),Amazon,7600000.0,8700000,2018
Hunter Killer,Lionsgate/Summit Entertainment,15800000.0,,2018
Tully (2018),Focus Features,9400000.0,6300000,2018
Unfriended: Dark Web,BH Tilt,8900000.0,6300000,2018
Upgrade,BH Tilt,12000000.0,2400000,2018
Unsane,Bleecker Street,7700000.0,6600000,2018
The Sisters Brothers,Annapurna,3100000.0,10000000,2018
Welcome to Marwen,Universal,10800000.0,2100000,2018
Marrowbone,Magnolia Pictures,1400.0,12300000,2018
102 Not Out,Sony,1300000.0,10900000,2018
Boy Erased,Focus Features,6800000.0,5000000,2018
Back to Burgundy,MBox,258000.0,11400000,2018
The Old Man & the Gun,Fox Searchlight,11300000.0,,2018
Gringo,STX,5000000.0,6000000,2018
Golden Slumber,CJ Entertainment,94500.0,10600000,2018
Kin,Lionsgate,5700000.0,4300000,2018
The Big Bad Fox and Other Tales,GKIDS Films,35800.0,9600000,2018
Traffik,Lionsgate,9200000.0,336000,2018
Can You Ever Forgive Me?,Fox Searchlight,8800000.0,,2018
7 Days in Entebbe,Focus Features,3300000.0,5400000,2018
Pope Francis - A Man of His Word,Focus Features,2000000.0,6600000,2018
Condorito: La Pelicula,Lionsgate,448000.0,8000000,2018
Suspiria,Amazon,2500000.0,5400000,2018
Disobedience,Bleecker Street,3500000.0,4400000,2018
Life Itself (2018),Amazon,4099999.0,3700000,2018
Beirut,Bleecker Street,5000000.0,2500000,2018
Return of the Hero,Mars Distribution,37100.0,7300000,2018
Soorma,Sony,390000.0,6200000,2018
The Hurricane Heist,Entertainment Studios Motion Pictures,6100000.0,,2018
Leave No Trace,Bleecker Street,6000000.0,,2018
Destroyer,Annapurna,1500000.0,4000000,2018
Colette,Bleecker Street,5100000.0,,2018
Blindspotting,Lionsgate/Summit Entertainment,4300000.0,530000,2018
Cold War (2018),Amazon,4600000.0,,2018
Papillon (2018),Bleecker Street,2300000.0,2200000,2018
Gotti,Vertical Entertainment,4300000.0,,2018
The Mercy,Screen Media Films,29500.0,4200000,2018
Hichki,Yash Raj Films,330000.0,3900000,2018
Ya Veremos,Pantelion Films,4200000.0,,2018
Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000,2018
Ben is Back,Roadside Attractions,3700000.0,,2018
Gauguin: Voyage to Tahiti,Cohen Media Group,200000.0,3100000,2018
Shoplifters,Magnolia Pictures,3300000.0,,2018
The Front Runner,Sony,2000000.0,1200000,2018
2001: A Space Odyssey (2018 re-release),WB,3200000.0,,2018
Wildlife,IFC Films,1100000.0,2000000,2018
La Boda de Valentina,Pantelion Films,2800000.0,,2018
You Were Never Really Here,Amazon,2500000.0,,2018
Billionaire Boy's Club,Vertical Entertainment,1300.0,2500000,2018
The Rider,Sony Pictures Classics,2400000.0,,2018
Mary and the Witch's Flower,GKIDS Films,2400000.0,,2018
Bilal: A New Breed of Hero,Vertical Entertainment,491000.0,1700000,2018
A Fantastic Woman,Sony Pictures Classics,2000000.0,,2018
MET Opera: La Traviata,Fathom Events,1900000.0,,2018
Capernaum,Sony Pictures Classics,1700000.0,,2018
I Still See You,Lionsgate,1400.0,1500000,2018
Finding Your Feet,Roadside Attractions,1400000.0,,2018
Never Look Away,Sony Pictures Classics,1300000.0,,2018
Maria by Callas,Sony Pictures Classics,1300000.0,,2018
Andhadhun,Eros International,1200000.0,,2018
Lean on Pete,A24,1200000.0,,2018
Raid (2018),Eros International,1000000.0,,2018
The Insult,Cohen Media Group,1000000.0,,2018
Little Italy,Entertainment One Films,990000.0,,2018
The Catcher Was a Spy,IFC Films,725000.0,229000,2018
The Miseducation of Cameron Post,FilmRise,905000.0,,2018
Schindler's List (2018 re-release),Universal,833000.0,,2018
Mirai,GKIDS Films,813000.0,,2018
Beast,Roadside Attractions,800000.0,,2018
Pokemon the Movie: The Power of Us,Fathom Events,789000.0,,2018
The Party (2017),Roadside Attractions,750000.0,,2018
Burning,Well Go USA Inc.,719000.0,,2018
Foxtrot,Sony Pictures Classics,619000.0,,2018
The Sound of Music (2018 re-release),Fathom Events,616000.0,,2018
The Big Lebowski (20th Anniversary),Fathom Events,583000.0,,2018
Manmarziyaan,Eros International,567000.0,,2018
Loveless (2018),Sony Pictures Classics,566000.0,,2018
Tommy Wiseau's The Room,Fathom Events,550000.0,,2018
Fireworks (2018),GKIDS Films,525000.0,,2018
The Spy Gone North,CJ Entertainment,501000.0,,2018
The Happy Prince,Sony Pictures Classics,466000.0,,2018
Final Portrait,Sony Pictures Classics,462000.0,,2018
Vertigo (60th Anniversary),Fathom Events,394000.0,,2018
Oh Lucy!,Film Movement,375000.0,,2018
What They Had,Bleecker Street,260000.0,,2018
Batti Gul Meter Chalu,Eros International,250000.0,,2018
Borg vs. McEnroe,Neon,231000.0,,2018
Mazinger Z: INFINITY,Fathom Events,221000.0,,2018
Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom Events,194000.0,,2018
Summer 1993,Oscilloscope Laboratories,186000.0,,2018
Last Letter,CL Western Town,181000.0,,2018
The Accidental Detective 2: In Action,CJ Entertainment,179000.0,,2018
The Guardians,MBox,177000.0,,2018
Luis & the Aliens,Viacom18 Motion Pictures,170000.0,,2018
Double Lover,Cohen Media Group,168000.0,,2018
Ghost Stories,IFC Films,149000.0,,2018
Museo,Vitagraph Films,149000.0,,2018
The Young Karl Marx,The Orchard,126000.0,,2018
Becoming Astrid,MBox,120000.0,,2018
Gonjiam: Haunted Asylum,Well Go USA Inc.,115000.0,,2018
Take Point,CJ Entertainment,112000.0,,2018
The Dawn Wall,The Orchard,112000.0,,2018
The Negotiation,CJ Entertainment,111000.0,,2018
The Captain,MBox,109000.0,,2018
Mary Shelley,IFC Films,109000.0,,2018
In Between,Film Movement,108000.0,,2018
Namaste England,Eros International,104000.0,,2018
Happy Phirr Bhag Jayegi,Eros International,103000.0,,2018
Ismael's Ghosts,Magnolia Pictures,103000.0,,2018
Revenge (2018),Neon,102000.0,,2018
Unstoppable (2018),Well Go USA Inc.,101000.0,,2018
The Third Murder,Film Movement,89300.0,,2018
The House That Jack Built,IFC Films,88000.0,,2018
Custody,Kino Lorber,83900.0,,2018
Godard Mon Amour,Cohen Media Group,82300.0,,2018
Just a Breath Away,Entertainment One Films,78000.0,,2018
Mukkabaaz,Eros International,75900.0,,2018
Keys to the Heart,CJ Entertainment,75100.0,,2018
Tehran Taboo,Kino Lorber,74800.0,,2018
"Nico, 1988",Magnolia Pictures,73300.0,,2018
Antonio Lopez 1970: Sex Fashion & Disco,Film Movement,43200.0,30000,2018
Helicopter Eela,Eros International,72000.0,,2018
Under the Tree,Magnolia Pictures,67600.0,,2018
I Am Not a Witch,Film Movement,50900.0,,2018
Rodin,Cohen Media Group,44300.0,,2018
What Will People Say,Kino Lorber,44200.0,,2018
A Ciambra,IFC Films,41900.0,,2018
Oolong Courtyard,CL Western Town,37700.0,,2018
Girls vs Gangsters,Well Go USA Inc.,37100.0,,2018
"No Date, No Signature",Mars Distribution,36400.0,,2018
The Apparition (2018),MBox,28300.0,,2018
The Charmer,Film Movement,26200.0,,2018
Elliot: The Littlest Reindeer,Screen Media Films,24300.0,,2018
The Workshop,Strand,22100.0,,2018
Loving Pablo,Universal,22000.0,,2018
A Paris Education,Kino Lorber,21600.0,,2018
Tag Along: The Devil Fish,CL Western Town,20700.0,,2018
Gabriel and the Mountain,Strand,18400.0,,2018
Marlina the Murderer in Four Acts,Icarus Films,17800.0,,2018
The Escape,IFC Films,14000.0,,2018
Souvenir,Strand,11400.0,,2018
Beauty and the Dogs,Oscilloscope Laboratories,8900.0,,2018
The Quake,Magnolia Pictures,6200.0,,2018
Edward II (2018 re-release),Film Movement,4800.0,,2018
El Pacto,Sony,2500.0,,2018
An Actor Prepares,Gravitas Ventures,1700.0,,2018
